date,location,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-01-24,Nebraska,132846.0,238100.0,109860.0,1.15,6.87,22175.0,5.68,12.31,8777.0,5058.0,2615.0,0.558
2021-01-25,Nebraska,134033.0,238100.0,110672.0,1.17,6.93,22547.0,5.72,12.31,1187.0,4781.0,2472.0,0.563
2021-01-26,Nebraska,135131.0,238100.0,111248.0,1.19,6.99,23065.0,5.75,12.31,1098.0,4492.0,2322.0,0.568
2021-01-27,Nebraska,139573.0,284275.0,114154.0,1.27,7.22,24598.0,5.9,14.7,4442.0,4756.0,2459.0,0.491
2021-01-28,Nebraska,150019.0,287400.0,116769.0,1.67,7.76,32380.0,6.04,14.86,10446.0,5454.0,2819.0,0.522
2021-01-29,Nebraska,158370.0,288375.0,120121.0,1.93,8.19,37350.0,6.21,14.91,8351.0,5703.0,2948.0,0.549
2021-01-30,Nebraska,167276.0,288375.0,125263.0,2.12,8.65,41093.0,6.48,14.91,8906.0,6172.0,3191.0,0.58
2021-01-31,Nebraska,177711.0,288375.0,133002.0,2.26,9.19,43712.0,6.88,14.91,10435.0,6409.0,3313.0,0.616
2021-02-01,Nebraska,180917.0,288375.0,134193.0,2.36,9.35,45716.0,6.94,14.91,3206.0,6698.0,3463.0,0.627
2021-02-02,Nebraska,182412.0,297375.0,134877.0,2.41,9.43,46523.0,6.97,15.37,1495.0,6754.0,3492.0,0.613
2021-02-03,Nebraska,188285.0,332525.0,138354.0,2.53,9.73,48889.0,7.15,17.19,5873.0,6959.0,3597.0,0.566
2021-02-04,Nebraska,195126.0,344225.0,141657.0,2.71,10.09,52390.0,7.32,17.79,6841.0,6444.0,3331.0,0.567
2021-02-05,Nebraska,204136.0,346175.0,147583.0,2.86,10.55,55313.0,7.63,17.9,9010.0,6538.0,3380.0,0.59
2021-02-06,Nebraska,218405.0,346375.0,157139.0,3.1,11.29,59985.0,8.12,17.91,14269.0,7304.0,3776.0,0.631
2021-02-07,Nebraska,230874.0,346375.0,163479.0,3.41,11.94,66018.0,8.45,17.91,12469.0,7595.0,3926.0,0.667
2021-02-08,Nebraska,234061.0,346375.0,165037.0,3.5,12.1,67636.0,8.53,17.91,3187.0,7592.0,3925.0,0.676
2021-02-09,Nebraska,235298.0,386775.0,165853.0,3.52,12.16,68056.0,8.57,19.99,1237.0,7555.0,3906.0,0.608
2021-02-10,Nebraska,241067.0,398575.0,169053.0,3.65,12.46,70566.0,8.74,20.6,5769.0,7540.0,3898.0,0.605
2021-02-11,Nebraska,247879.0,405600.0,172690.0,3.81,12.81,73704.0,8.93,20.97,6812.0,7536.0,3896.0,0.611
2021-02-12,Nebraska,259906.0,407500.0,179502.0,4.08,13.44,78835.0,9.28,21.07,12027.0,7967.0,4119.0,0.638
2021-02-13,Nebraska,273950.0,407500.0,188607.0,4.33,14.16,83670.0,9.75,21.07,14044.0,7935.0,4102.0,0.672
2021-02-14,Nebraska,285708.0,407500.0,195639.0,4.57,14.77,88356.0,10.11,21.07,11758.0,7833.0,4049.0,0.701
2021-02-15,Nebraska,,,,,,,,,2459.0,7729.0,3996.0,
2021-02-16,Nebraska,290626.0,407500.0,198660.0,4.66,15.02,90231.0,10.27,21.07,2459.0,7904.0,4086.0,0.713
2021-02-17,Nebraska,294904.0,427000.0,201138.0,4.76,15.25,91998.0,10.4,22.07,4278.0,7691.0,3976.0,0.691
2021-02-18,Nebraska,305057.0,427000.0,206790.0,4.99,15.77,96439.0,10.69,22.07,10153.0,8168.0,4222.0,0.714
2021-02-19,Nebraska,347754.0,472325.0,235260.0,5.72,17.98,110603.0,12.16,24.42,42697.0,12550.0,6488.0,0.736
2021-02-20,Nebraska,360582.0,482975.0,244045.0,5.92,18.64,114580.0,12.62,24.97,12828.0,12376.0,6398.0,0.747
2021-02-21,Nebraska,372655.0,482975.0,252022.0,6.12,19.26,118472.0,13.03,24.97,12073.0,12421.0,6421.0,0.772
2021-02-22,Nebraska,380648.0,482975.0,257986.0,6.12,19.68,118426.0,13.34,24.97,7993.0,13212.0,6830.0,0.788
2021-02-23,Nebraska,392756.0,514970.0,265602.0,6.34,20.3,122653.0,13.73,26.62,12108.0,14590.0,7542.0,0.763
2021-02-24,Nebraska,405896.0,539590.0,271328.0,6.71,20.98,129779.0,14.03,27.89,13140.0,15856.0,8197.0,0.752
2021-02-25,Nebraska,422419.0,559930.0,281023.0,7.05,21.84,136378.0,14.53,28.95,16523.0,16766.0,8667.0,0.754
2021-02-26,Nebraska,442310.0,582930.0,293300.0,7.43,22.87,143678.0,15.16,30.13,19891.0,13508.0,6983.0,0.759
2021-02-27,Nebraska,443974.0,603210.0,294145.0,7.47,22.95,144571.0,15.21,31.18,1664.0,11913.0,6158.0,0.736
2021-02-28,Nebraska,474439.0,603210.0,309977.0,8.21,24.53,158802.0,16.02,31.18,30465.0,14541.0,7517.0,0.787
2021-03-01,Nebraska,476315.0,603210.0,311102.0,8.26,24.62,159766.0,16.08,31.18,1876.0,13667.0,7065.0,0.79
2021-03-02,Nebraska,484888.0,604380.0,316806.0,8.4,25.07,162493.0,16.38,31.24,8573.0,13162.0,6804.0,0.802
2021-03-03,Nebraska,497106.0,654800.0,323340.0,8.69,25.7,168026.0,16.72,33.85,12218.0,13030.0,6736.0,0.759
2021-03-04,Nebraska,513497.0,665870.0,332116.0,9.07,26.55,175405.0,17.17,34.42,16391.0,13011.0,6726.0,0.771
2021-03-05,Nebraska,535213.0,709110.0,344129.0,9.57,27.67,185032.0,17.79,36.66,21716.0,13272.0,6861.0,0.755
2021-03-06,Nebraska,536126.0,712720.0,344638.0,9.6,27.72,185677.0,17.82,36.84,913.0,13165.0,6806.0,0.752
2021-03-07,Nebraska,556061.0,712720.0,356090.0,10.03,28.75,194104.0,18.41,36.84,19935.0,11660.0,6028.0,0.78
2021-03-08,Nebraska,573413.0,712720.0,371498.0,10.55,29.64,203997.0,19.2,36.84,17352.0,13871.0,7171.0,0.805
2021-03-09,Nebraska,594293.0,769090.0,387731.0,10.82,30.72,209383.0,20.04,39.76,20880.0,15629.0,8079.0,0.773
2021-03-10,Nebraska,607373.0,774790.0,396661.0,11.12,31.4,215091.0,20.51,40.05,13080.0,15752.0,8143.0,0.784
2021-03-11,Nebraska,629765.0,786200.0,411300.0,11.71,32.56,226435.0,21.26,40.64,22392.0,16610.0,8587.0,0.801
2021-03-12,Nebraska,653385.0,816830.0,421931.0,12.43,33.78,240487.0,21.81,42.23,23620.0,16882.0,8727.0,0.8
2021-03-13,Nebraska,666329.0,833730.0,428913.0,12.79,34.45,247438.0,22.17,43.1,12944.0,18600.0,9615.0,0.799
2021-03-14,Nebraska,666417.0,833730.0,429096.0,12.79,34.45,247494.0,22.18,43.1,88.0,15765.0,8150.0,0.799
2021-03-15,Nebraska,684831.0,833730.0,444391.0,12.99,35.4,251322.0,22.97,43.1,18414.0,15917.0,8228.0,0.821
2021-03-16,Nebraska,697176.0,871170.0,449836.0,13.36,36.04,258407.0,23.25,45.04,12345.0,14698.0,7598.0,0.8
2021-03-17,Nebraska,712099.0,873070.0,457500.0,13.74,36.81,265864.0,23.65,45.13,14923.0,14961.0,7734.0,0.816
2021-03-18,Nebraska,731885.0,895430.0,467152.0,14.28,37.84,276138.0,24.15,46.29,19786.0,14589.0,7542.0,0.817
2021-03-19,Nebraska,754880.0,941320.0,480168.0,14.8,39.02,286226.0,24.82,48.66,22995.0,14499.0,7495.0,0.802
2021-01-12,Nevada,61653.0,207150.0,31320.0,0.28,2.0,8761.0,1.02,6.73,,,,0.298
2021-01-13,Nevada,61653.0,207150.0,31320.0,0.28,2.0,8761.0,1.02,6.73,0.0,0.0,0.0,0.298
2021-01-14,Nevada,76844.0,210075.0,62370.0,,2.49,,2.02,6.82,15191.0,7596.0,2466.0,0.366
2021-01-15,Nevada,83674.0,211750.0,67679.0,0.5,2.72,15308.0,2.2,6.87,6830.0,7340.0,2383.0,0.395
2021-01-16,Nevada,,,,,,,,,4791.5,6703.0,2176.0,
2021-01-17,Nevada,,,,,,,,,4791.5,6321.0,2052.0,
2021-01-18,Nevada,,,,,,,,,4791.5,6066.0,1969.0,
2021-01-19,Nevada,102840.0,211750.0,85391.0,0.54,3.34,16665.0,2.77,6.87,4791.5,5884.0,1910.0,0.486
2021-01-20,Nevada,107133.0,276775.0,89110.0,0.56,3.48,17209.0,2.89,8.99,4293.0,6497.0,2109.0,0.387
2021-01-21,Nevada,115991.0,278175.0,95837.0,0.63,3.77,19296.0,3.11,9.03,8858.0,5592.0,1815.0,0.417
2021-01-22,Nevada,126458.0,281100.0,105222.0,0.66,4.11,20345.0,3.42,9.13,10467.0,6112.0,1984.0,0.45
2021-01-23,Nevada,137031.0,286950.0,115160.0,0.68,4.45,20972.0,3.74,9.32,10573.0,6938.0,2252.0,0.478
2021-01-24,Nevada,152203.0,286950.0,129223.0,0.72,4.94,22068.0,4.2,9.32,15172.0,8421.0,2734.0,0.53
2021-01-25,Nevada,159869.0,286950.0,136670.0,0.72,5.19,22279.0,4.44,9.32,7666.0,8832.0,2867.0,0.557
2021-01-26,Nevada,164362.0,338025.0,140934.0,0.73,5.34,22508.0,4.58,10.97,4493.0,8789.0,2853.0,0.486
2021-01-27,Nevada,174367.0,338525.0,149464.0,0.77,5.66,23852.0,4.85,10.99,10005.0,9605.0,3118.0,0.515
2021-01-28,Nevada,194942.0,339500.0,167481.0,0.85,6.33,26327.0,5.44,11.02,20575.0,11279.0,3662.0,0.574
2021-01-29,Nevada,210185.0,339900.0,179805.0,0.95,6.82,29163.0,5.84,11.04,15243.0,11961.0,3883.0,0.618
2021-01-30,Nevada,224192.0,368800.0,191175.0,1.03,7.28,31783.0,6.21,11.97,14007.0,12452.0,4043.0,0.608
2021-01-31,Nevada,241078.0,368800.0,205892.0,1.1,7.83,33923.0,6.68,11.97,16886.0,12696.0,4122.0,0.654
2021-02-01,Nevada,248754.0,368800.0,211931.0,1.15,8.08,35559.0,6.88,11.97,7676.0,12698.0,4123.0,0.674
2021-02-02,Nevada,253174.0,417175.0,214342.0,1.22,8.22,37568.0,6.96,13.54,4420.0,12687.0,4119.0,0.607
2021-02-03,Nevada,279471.0,417875.0,236799.0,1.34,9.07,41227.0,7.69,13.57,26297.0,15015.0,4875.0,0.669
2021-02-04,Nevada,291601.0,424800.0,244381.0,1.48,9.47,45735.0,7.93,13.79,12130.0,13808.0,4483.0,0.686
2021-02-05,Nevada,304323.0,425300.0,252886.0,1.62,9.88,49925.0,8.21,13.81,12722.0,13448.0,4366.0,0.716
2021-02-06,Nevada,322252.0,427800.0,264060.0,1.83,10.46,56456.0,8.57,13.89,17929.0,14009.0,4548.0,0.753
2021-02-07,Nevada,334073.0,427800.0,269657.0,2.03,10.85,62654.0,8.75,13.89,11821.0,13285.0,4313.0,0.781
2021-02-08,Nevada,346685.0,427800.0,278091.0,2.17,11.26,66755.0,9.03,13.89,12612.0,13990.0,4542.0,0.81
2021-02-09,Nevada,351531.0,510200.0,282040.0,2.2,11.41,67651.0,9.16,16.56,4846.0,14051.0,4562.0,0.689
2021-02-10,Nevada,366333.0,521200.0,291370.0,2.37,11.89,73088.0,9.46,16.92,14802.0,12409.0,4029.0,0.703
2021-02-11,Nevada,379077.0,533800.0,299502.0,2.52,12.31,77555.0,9.72,17.33,12744.0,12497.0,4057.0,0.71
2021-02-12,Nevada,394172.0,533800.0,308611.0,2.71,12.8,83485.0,10.02,17.33,15095.0,12836.0,4167.0,0.738
2021-02-13,Nevada,411057.0,533800.0,318400.0,2.94,13.35,90476.0,10.34,17.33,16885.0,12686.0,4119.0,0.77
2021-02-14,Nevada,428423.0,534775.0,327691.0,3.2,13.91,98469.0,10.64,17.36,17366.0,13479.0,4376.0,0.801
2021-02-15,Nevada,,,,,,,,,9188.5,12990.0,4217.0,
2021-02-16,Nevada,446800.0,550375.0,336432.0,3.5,14.51,107905.0,10.92,17.87,9188.5,13610.0,4419.0,0.812
2021-02-17,Nevada,453012.0,593275.0,340695.0,3.57,14.71,109852.0,11.06,19.26,6212.0,12383.0,4020.0,0.764
2021-02-18,Nevada,466981.0,593275.0,346585.0,3.83,15.16,117870.0,11.25,19.26,13969.0,12558.0,4077.0,0.787
2021-02-19,Nevada,522332.0,645250.0,380921.0,4.5,16.96,138633.0,12.37,20.95,55351.0,18309.0,5944.0,0.81
2021-02-20,Nevada,555742.0,646450.0,393813.0,5.11,18.04,157477.0,12.79,20.99,33410.0,20669.0,6710.0,0.86
2021-02-21,Nevada,569810.0,646450.0,400079.0,5.37,18.5,165269.0,12.99,20.99,14068.0,20198.0,6557.0,0.881
2021-02-22,Nevada,586518.0,646450.0,401413.0,5.67,19.04,174793.0,13.03,20.99,16708.0,21272.0,6906.0,0.907
2021-02-23,Nevada,598423.0,719880.0,405839.0,5.91,19.43,181901.0,13.18,23.37,11905.0,21660.0,7032.0,0.831
2021-02-24,Nevada,606821.0,742630.0,409992.0,6.04,19.7,186083.0,13.31,24.11,8398.0,21973.0,7134.0,0.817
2021-02-25,Nevada,622189.0,809180.0,418700.0,6.25,20.2,192590.0,13.59,26.27,15368.0,22173.0,7199.0,0.769
2021-02-26,Nevada,642562.0,858340.0,427656.0,6.61,20.86,203549.0,13.88,27.87,20373.0,17176.0,5576.0,0.749
2021-02-27,Nevada,665577.0,867240.0,437485.0,7.02,21.61,216234.0,14.2,28.16,23015.0,15691.0,5094.0,0.767
2021-02-28,Nevada,685692.0,867240.0,447761.0,7.33,22.26,225648.0,14.54,28.16,20115.0,16555.0,5375.0,0.791
2021-03-01,Nevada,715121.0,867240.0,458492.0,7.74,23.22,238432.0,14.89,28.16,29429.0,18372.0,5965.0,0.825
2021-03-02,Nevada,723182.0,883370.0,462624.0,7.87,23.48,242435.0,15.02,28.68,8061.0,17823.0,5786.0,0.819
2021-03-03,Nevada,733953.0,958450.0,468499.0,8.03,23.83,247311.0,15.21,31.12,10771.0,18162.0,5896.0,0.766
2021-03-04,Nevada,750160.0,984300.0,478334.0,8.23,24.35,253502.0,15.53,31.96,16207.0,18282.0,5935.0,0.762
2021-03-05,Nevada,773285.0,1018580.0,493295.0,8.48,25.11,261159.0,16.02,33.07,23125.0,18675.0,6063.0,0.759
2021-03-06,Nevada,800030.0,1033680.0,508997.0,8.82,25.97,271618.0,16.53,33.56,26745.0,19208.0,6236.0,0.774
2021-03-07,Nevada,829262.0,1033680.0,527092.0,9.17,26.92,282424.0,17.11,33.56,29232.0,20510.0,6659.0,0.802
2021-03-08,Nevada,855890.0,1033680.0,539447.0,9.57,27.79,294908.0,17.51,33.56,26628.0,20110.0,6529.0,0.828
2021-03-09,Nevada,864967.0,1124830.0,544881.0,9.69,28.08,298403.0,17.69,36.52,9077.0,20255.0,6576.0,0.769
2021-03-10,Nevada,878645.0,1137630.0,553065.0,9.88,28.53,304199.0,17.96,36.93,13678.0,20670.0,6711.0,0.772
2021-03-11,Nevada,904504.0,1161380.0,568912.0,10.28,29.37,316682.0,18.47,37.71,25859.0,22049.0,7158.0,0.779
2021-03-12,Nevada,930754.0,1166260.0,585867.0,10.66,30.22,328394.0,19.02,37.86,26250.0,22496.0,7304.0,0.798
2021-03-13,Nevada,958706.0,1169770.0,603756.0,11.04,31.13,339960.0,19.6,37.98,27952.0,22668.0,7359.0,0.82
2021-03-14,Nevada,989342.0,1169770.0,622883.0,11.45,32.12,352638.0,20.22,37.98,30636.0,22869.0,7425.0,0.846
2021-03-15,Nevada,1013805.0,1169770.0,640086.0,11.7,32.91,360316.0,20.78,37.98,24463.0,22559.0,7324.0,0.867
2021-03-16,Nevada,1020137.0,1188400.0,644080.0,11.8,33.12,363581.0,20.91,38.58,6332.0,22167.0,7197.0,0.858
2021-03-17,Nevada,1034347.0,1302310.0,651736.0,12.04,33.58,370823.0,21.16,42.28,14210.0,22243.0,7221.0,0.794
2021-03-18,Nevada,1062287.0,1324080.0,672177.0,12.3,34.49,378958.0,21.82,42.99,27940.0,22540.0,7318.0,0.802
2021-03-19,Nevada,1086559.0,1334610.0,689756.0,12.55,35.28,386703.0,22.39,43.33,24272.0,22258.0,7226.0,0.814
2021-01-12,New Hampshire,50613.0,122350.0,11615.0,0.0,3.72,5.0,0.85,9.0,,,,0.414
2021-01-13,New Hampshire,55218.0,124300.0,12722.0,0.0,4.06,9.0,0.94,9.14,4605.0,4605.0,3387.0,0.444
2021-01-14,New Hampshire,58711.0,127225.0,53780.0,,4.32,,3.96,9.36,3493.0,4049.0,2978.0,0.461
2021-01-15,New Hampshire,62517.0,127225.0,56797.0,0.42,4.6,5700.0,4.18,9.36,3806.0,3968.0,2918.0,0.491
2021-01-16,New Hampshire,,,,,,,,,2259.75,3541.0,2604.0,
2021-01-17,New Hampshire,,,,,,,,,2259.75,3285.0,2416.0,
2021-01-18,New Hampshire,,,,,,,,,2259.75,3114.0,2290.0,
2021-01-19,New Hampshire,71556.0,127225.0,64402.0,0.52,5.26,7120.0,4.74,9.36,2259.75,2992.0,2200.0,0.562
2021-01-20,New Hampshire,75418.0,145400.0,67366.0,0.59,5.55,8013.0,4.95,10.69,3862.0,2886.0,2123.0,0.519
2021-01-21,New Hampshire,80639.0,155150.0,70281.0,0.76,5.93,10319.0,5.17,11.41,5221.0,3133.0,2304.0,0.52
2021-01-22,New Hampshire,85595.0,162950.0,72979.0,0.92,6.3,12575.0,5.37,11.98,4956.0,3297.0,2425.0,0.525
2021-01-23,New Hampshire,89816.0,162950.0,76609.0,0.97,6.61,13166.0,5.63,11.98,4221.0,3577.0,2631.0,0.551
2021-01-24,New Hampshire,93338.0,162950.0,79942.0,0.98,6.86,13355.0,5.88,11.98,3522.0,3757.0,2763.0,0.573
2021-01-25,New Hampshire,94623.0,162950.0,80674.0,1.02,6.96,13907.0,5.93,11.98,1285.0,3618.0,2661.0,0.581
2021-01-26,New Hampshire,97002.0,180525.0,81417.0,1.14,7.13,15542.0,5.99,13.28,2379.0,3635.0,2673.0,0.537
2021-01-27,New Hampshire,103080.0,190875.0,84813.0,1.34,7.58,18224.0,6.24,14.04,6078.0,3952.0,2906.0,0.54
2021-01-28,New Hampshire,110451.0,200625.0,88624.0,1.6,8.12,21781.0,6.52,14.75,7371.0,4259.0,3132.0,0.551
2021-01-29,New Hampshire,117408.0,203550.0,92305.0,1.84,8.63,25055.0,6.79,14.97,6957.0,4545.0,3343.0,0.577
2021-01-30,New Hampshire,123740.0,217100.0,96148.0,2.03,9.1,27544.0,7.07,15.97,6332.0,4846.0,3564.0,0.57
2021-01-31,New Hampshire,128313.0,217100.0,98524.0,2.19,9.44,29736.0,7.25,15.97,4573.0,4996.0,3674.0,0.591
2021-02-01,New Hampshire,130515.0,217100.0,100041.0,2.24,9.6,30421.0,7.36,15.97,2202.0,5127.0,3771.0,0.601
2021-02-02,New Hampshire,135799.0,226850.0,103364.0,2.38,9.99,32381.0,7.6,16.68,5284.0,5542.0,4076.0,0.599
2021-02-03,New Hampshire,138271.0,235250.0,104042.0,2.51,10.17,34130.0,7.65,17.3,2472.0,5027.0,3697.0,0.588
2021-02-04,New Hampshire,145086.0,244025.0,108112.0,2.71,10.67,36868.0,7.95,17.95,6815.0,4948.0,3639.0,0.595
2021-02-05,New Hampshire,153145.0,245000.0,112544.0,2.98,11.26,40489.0,8.28,18.02,8059.0,5105.0,3754.0,0.625
2021-02-06,New Hampshire,161178.0,257700.0,116523.0,3.23,11.85,43888.0,8.57,18.95,8033.0,5348.0,3933.0,0.625
2021-02-07,New Hampshire,165887.0,257700.0,119552.0,3.35,12.2,45567.0,8.79,18.95,4709.0,5368.0,3948.0,0.644
2021-02-08,New Hampshire,166603.0,257700.0,119763.0,3.39,12.25,46071.0,8.81,18.95,716.0,5155.0,3791.0,0.646
2021-02-09,New Hampshire,168727.0,267450.0,121201.0,3.49,12.41,47409.0,8.91,19.67,2124.0,4704.0,3460.0,0.631
2021-02-10,New Hampshire,176192.0,277225.0,125466.0,3.72,12.96,50602.0,9.23,20.39,7465.0,5417.0,3984.0,0.636
2021-02-11,New Hampshire,184103.0,298075.0,130806.0,3.91,13.54,53145.0,9.62,21.92,7911.0,5574.0,4099.0,0.618
2021-02-12,New Hampshire,191114.0,298175.0,135257.0,4.1,14.06,55696.0,9.95,21.93,7011.0,5424.0,3989.0,0.641
2021-02-13,New Hampshire,200675.0,311875.0,141108.0,4.37,14.76,59402.0,10.38,22.94,9561.0,5642.0,4149.0,0.643
2021-02-14,New Hampshire,208541.0,311875.0,146718.0,4.53,15.34,61658.0,10.79,22.94,7866.0,6093.0,4481.0,0.669
2021-02-15,New Hampshire,,,,,,,,,4054.0,6570.0,4832.0,
2021-02-16,New Hampshire,216649.0,321625.0,151248.0,4.8,15.93,65235.0,11.12,23.65,4054.0,6846.0,5035.0,0.674
2021-02-17,New Hampshire,218316.0,321625.0,152041.0,4.86,16.06,66108.0,11.18,23.65,1667.0,6018.0,4426.0,0.679
2021-02-18,New Hampshire,226863.0,321625.0,157078.0,5.12,16.68,69617.0,11.55,23.65,8547.0,6109.0,4493.0,0.705
2021-02-19,New Hampshire,241386.0,328525.0,166491.0,5.5,17.75,74721.0,12.24,24.16,14523.0,7182.0,5282.0,0.735
2021-02-20,New Hampshire,250296.0,328525.0,171758.0,5.76,18.41,78361.0,12.63,24.16,8910.0,7089.0,5214.0,0.762
2021-02-21,New Hampshire,260809.0,328525.0,179139.0,5.99,19.18,81490.0,13.17,24.16,10513.0,7467.0,5492.0,0.794
2021-02-22,New Hampshire,267893.0,328525.0,192129.0,6.27,19.7,85308.0,14.13,24.16,7084.0,7900.0,5810.0,0.815
2021-02-23,New Hampshire,274267.0,344165.0,197531.0,6.35,20.17,86394.0,14.53,25.31,6374.0,8231.0,6053.0,0.797
2021-02-24,New Hampshire,282235.0,383145.0,203338.0,6.54,20.76,88867.0,14.95,28.18,7968.0,9131.0,6715.0,0.737
2021-02-25,New Hampshire,291248.0,396375.0,209909.0,6.74,21.42,91680.0,15.44,29.15,9013.0,9198.0,6765.0,0.735
2021-02-26,New Hampshire,299874.0,398575.0,215730.0,6.97,22.05,94796.0,15.87,29.31,8626.0,8355.0,6145.0,0.752
2021-02-27,New Hampshire,310769.0,412275.0,224347.0,7.18,22.86,97674.0,16.5,30.32,10895.0,8639.0,6354.0,0.754
2021-02-28,New Hampshire,321602.0,412275.0,233437.0,7.35,23.65,99875.0,17.17,30.32,10833.0,8685.0,6387.0,0.78
2021-03-01,New Hampshire,324806.0,412275.0,236501.0,7.37,23.89,100268.0,17.39,30.32,3204.0,8130.0,5979.0,0.788
2021-03-02,New Hampshire,330538.0,437345.0,241410.0,7.44,24.31,101109.0,17.75,32.16,5732.0,8039.0,5912.0,0.756
2021-03-03,New Hampshire,339484.0,454845.0,248242.0,7.61,24.97,103470.0,18.26,33.45,8946.0,8178.0,6015.0,0.746
2021-03-04,New Hampshire,349825.0,466775.0,255746.0,7.84,25.73,106637.0,18.81,34.33,10341.0,8368.0,6154.0,0.749
2021-03-05,New Hampshire,358497.0,482575.0,261912.0,8.06,26.37,109525.0,19.26,35.49,8672.0,8375.0,6159.0,0.743
2021-03-06,New Hampshire,371111.0,496675.0,270198.0,8.41,27.29,114351.0,19.87,36.53,12614.0,8620.0,6340.0,0.747
2021-03-07,New Hampshire,382103.0,496675.0,278812.0,8.62,28.1,117145.0,20.51,36.53,10992.0,8643.0,6356.0,0.769
2021-03-08,New Hampshire,385485.0,496675.0,282343.0,8.83,28.35,120116.0,20.76,36.53,3382.0,8668.0,6375.0,0.776
2021-03-09,New Hampshire,393931.0,512715.0,289813.0,9.08,28.97,123431.0,21.31,37.71,8446.0,9056.0,6660.0,0.768
2021-03-10,New Hampshire,405366.0,531815.0,297909.0,9.44,29.81,128318.0,21.91,39.11,11435.0,9412.0,6922.0,0.762
2021-03-11,New Hampshire,418658.0,547455.0,306918.0,9.91,30.79,134741.0,22.57,40.26,13292.0,9833.0,7232.0,0.765
2021-03-12,New Hampshire,431296.0,548625.0,315641.0,10.36,31.72,140893.0,23.21,40.35,12638.0,10400.0,7649.0,0.786
2021-03-13,New Hampshire,450103.0,565165.0,327787.0,11.08,33.1,150592.0,24.11,41.57,18807.0,11285.0,8300.0,0.796
2021-03-14,New Hampshire,460696.0,565165.0,333706.0,11.45,33.88,155650.0,24.54,41.57,10593.0,11228.0,8258.0,0.815
2021-03-15,New Hampshire,465226.0,565165.0,336445.0,11.63,34.22,158168.0,24.74,41.57,4530.0,11392.0,8378.0,0.823
2021-03-16,New Hampshire,471480.0,581545.0,339922.0,11.84,34.68,161024.0,25.0,42.77,6254.0,11078.0,8147.0,0.811
2021-03-17,New Hampshire,478758.0,607415.0,345874.0,12.0,35.21,163149.0,25.44,44.67,7278.0,10485.0,7711.0,0.788
2021-03-18,New Hampshire,489626.0,622005.0,352868.0,12.33,36.01,167586.0,25.95,45.75,10868.0,10138.0,7456.0,0.787
2021-03-19,New Hampshire,500911.0,627805.0,359702.0,12.69,36.84,172604.0,26.45,46.17,11285.0,9945.0,7314.0,0.798
2021-01-12,New Jersey,221045.0,654900.0,206737.0,0.16,2.49,14306.0,2.33,7.37,,,,0.338
2021-01-13,New Jersey,262982.0,654900.0,236053.0,0.3,2.96,26926.0,2.66,7.37,41937.0,41937.0,4721.0,0.402
2021-01-14,New Jersey,263422.0,658800.0,235152.0,,2.97,,2.65,7.42,440.0,21188.0,2385.0,0.4
2021-01-15,New Jersey,317070.0,658800.0,278956.0,0.41,3.57,36741.0,3.14,7.42,53648.0,32008.0,3604.0,0.481
2021-01-16,New Jersey,,,,,,,,,20769.5,29199.0,3287.0,
2021-01-17,New Jersey,,,,,,,,,20769.5,27513.0,3098.0,
2021-01-18,New Jersey,,,,,,,,,20769.5,26389.0,2971.0,
2021-01-19,New Jersey,400148.0,658800.0,354653.0,0.49,4.51,43879.0,3.99,7.42,20769.5,25586.0,2881.0,0.607
2021-01-20,New Jersey,432220.0,898550.0,381159.0,0.56,4.87,49420.0,4.29,10.12,32072.0,24177.0,2722.0,0.481
2021-01-21,New Jersey,432220.0,923300.0,381159.0,0.56,4.87,49420.0,4.29,10.39,0.0,24114.0,2715.0,0.468
2021-01-22,New Jersey,464363.0,951875.0,406494.0,0.63,5.23,56213.0,4.58,10.72,32143.0,21042.0,2369.0,0.488
2021-01-23,New Jersey,500889.0,989900.0,437711.0,0.69,5.64,61506.0,4.93,11.14,36526.0,23293.0,2622.0,0.506
2021-01-24,New Jersey,535625.0,989900.0,468760.0,0.73,6.03,65164.0,5.28,11.14,34736.0,25288.0,2847.0,0.541
2021-01-25,New Jersey,563141.0,989900.0,492061.0,0.78,6.34,69374.0,5.54,11.14,27516.0,26252.0,2956.0,0.569
2021-01-26,New Jersey,575733.0,1091400.0,501812.0,0.81,6.48,72212.0,5.65,12.29,12592.0,25084.0,2824.0,0.528
2021-01-27,New Jersey,611862.0,1207100.0,530412.0,0.9,6.89,79648.0,5.97,13.59,36129.0,25663.0,2889.0,0.507
2021-01-28,New Jersey,648215.0,1230550.0,558156.0,0.99,7.3,88198.0,6.28,13.85,36353.0,30856.0,3474.0,0.527
2021-01-29,New Jersey,727426.0,1231525.0,616618.0,1.22,8.19,108740.0,6.94,13.87,79211.0,37580.0,4231.0,0.591
2021-01-30,New Jersey,768944.0,1232525.0,649035.0,1.33,8.66,117791.0,7.31,13.88,41518.0,38294.0,4311.0,0.624
2021-01-31,New Jersey,795440.0,1232525.0,670153.0,1.39,8.96,123147.0,7.54,13.88,26496.0,37116.0,4179.0,0.645
