Country,Year,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
Idaho,21,77988.0,181100.0,64295.0,0.73,4.36,13075.0,3.6,10.13,4616.0,4479.0,2506.0,0.431
Idaho,22,82640.0,181100.0,68292.0,0.77,4.62,13711.0,3.82,10.13,4652.0,4524.0,2532.0,0.456
Idaho,23,87128.0,181100.0,72424.0,0.79,4.88,14059.0,4.05,10.13,4488.0,4546.0,2544.0,0.481
Idaho,24,91271.0,181100.0,76199.0,0.81,5.11,14419.0,4.26,10.13,4143.0,4519.0,2529.0,0.504
Idaho,25,93766.0,184025.0,78484.0,0.82,5.25,14627.0,4.39,10.3,2495.0,4256.0,2382.0,0.51
Idaho,26,96991.0,203225.0,80857.0,0.86,5.43,15443.0,4.52,11.37,3225.0,3961.0,2216.0,0.477
Idaho,27,102800.0,210750.0,85373.0,0.94,5.75,16724.0,4.78,11.79,5809.0,4204.0,2352.0,0.488
Idaho,28,108873.0,221550.0,88975.0,1.06,6.09,18970.0,4.98,12.4,6073.0,4412.0,2469.0,0.491
Idaho,29,114729.0,221550.0,93632.0,1.13,6.42,20148.0,5.24,12.4,5856.0,4584.0,2565.0,0.518
Idaho,30,120880.0,221550.0,98287.0,1.21,6.76,21636.0,5.5,12.4,6151.0,4822.0,2698.0,0.546
Idaho,31,124377.0,221550.0,100946.0,1.26,6.96,22468.0,5.65,12.4,3497.0,4729.0,2646.0,0.561
Idaho,32,126648.0,216975.0,102959.0,1.27,7.09,22725.0,5.76,12.14,2271.0,4697.0,2628.0,0.584
Idaho,33,132384.0,245925.0,107234.0,1.35,7.41,24171.0,6.0,13.76,5736.0,5056.0,2829.0,0.538
Idaho,34,141897.0,262275.0,113110.0,1.47,7.94,26345.0,6.33,14.68,9513.0,5585.0,3125.0,0.541
Idaho,35,159394.0,262275.0,120147.0,1.62,8.92,28970.0,6.72,14.68,17497.0,7217.0,4038.0,0.608
Idaho,36,176220.0,266475.0,133810.0,1.79,9.86,32011.0,7.49,14.91,16826.0,8784.0,4915.0,0.661
Idaho,37,185681.0,266475.0,140916.0,1.92,10.39,34322.0,7.89,14.91,9461.0,9257.0,5180.0,0.697
Idaho,38,195591.0,266475.0,149231.0,2.01,10.94,35910.0,8.35,14.91,9910.0,10173.0,5693.0,0.734
Illinois,11,347005.0,903100.0,284035.0,0.5,2.74,62757.0,2.24,7.13,,,,0.384
Illinois,12,365859.0,920225.0,291445.0,0.58,2.89,74186.0,2.3,7.26,18854.0,18854.0,1488.0,0.398
Illinois,13,403666.0,958125.0,316876.0,,3.19,,2.5,7.56,37807.0,28330.0,2236.0,0.421
Illinois,14,437765.0,1011225.0,341518.0,0.72,3.45,91248.0,2.7,7.98,34099.0,30253.0,2387.0,0.433
Illinois,15,,,,,,,,,21874.0,28158.0,2222.0,
Illinois,16,,,,,,,,,21874.0,26902.0,2123.0,
Illinois,17,,,,,,,,,21874.0,26064.0,2057.0,
Illinois,18,525261.0,1011225.0,414362.0,0.82,4.15,104533.0,3.27,7.98,21874.0,25465.0,2010.0,0.519
Illinois,19,539926.0,1094000.0,425824.0,0.85,4.26,107651.0,3.36,8.63,14665.0,24867.0,1962.0,0.494
Illinois,20,570527.0,1173325.0,452010.0,0.88,4.5,111933.0,3.57,9.26,30601.0,23837.0,1881.0,0.486
Illinois,21,607502.0,1209300.0,479848.0,0.95,4.79,120754.0,3.79,9.54,36975.0,24248.0,1914.0,0.502
Illinois,22,654752.0,1417250.0,518779.0,1.02,5.17,128907.0,4.09,11.18,47250.0,27873.0,2200.0,0.462
Illinois,23,699072.0,1417250.0,556517.0,1.07,5.52,135330.0,4.39,11.18,44320.0,31080.0,2453.0,0.493
Illinois,24,723203.0,1417250.0,578406.0,1.08,5.71,137465.0,4.57,11.18,24131.0,31402.0,2478.0,0.51
Illinois,25,737989.0,1548950.0,590212.0,1.11,5.82,140394.0,4.66,12.22,14786.0,30390.0,2398.0,0.476
Illinois,26,766659.0,1591000.0,611024.0,1.17,6.05,147925.0,4.82,12.56,28670.0,32390.0,2556.0,0.482
Illinois,27,823325.0,1631775.0,643555.0,1.28,6.5,162086.0,5.08,12.88,56666.0,36114.0,2850.0,0.505
Illinois,28,884502.0,1658725.0,685529.0,1.43,6.98,181063.0,5.41,13.09,61177.0,39571.0,3123.0,0.533
Illinois,29,948804.0,1696575.0,733006.0,1.56,7.49,197643.0,5.78,13.39,64302.0,42007.0,3315.0,0.559
Illinois,30,1011454.0,1696575.0,781536.0,1.67,7.98,211528.0,6.17,13.39,62650.0,44626.0,3522.0,0.596
Illinois,31,1054814.0,1696575.0,817253.0,1.73,8.32,219095.0,6.45,13.39,43360.0,47373.0,3738.0,0.622
Illinois,32,1073076.0,1859850.0,831556.0,1.76,8.47,223026.0,6.56,14.68,18262.0,47870.0,3778.0,0.577
Illinois,33,1108571.0,1986725.0,859076.0,1.82,8.75,230850.0,6.78,15.68,35495.0,48845.0,3855.0,0.558
Illinois,34,1178369.0,2053325.0,905981.0,1.96,9.3,247763.0,7.15,16.2,69798.0,50721.0,4003.0,0.574
Illinois,35,1247521.0,2089050.0,962345.0,2.05,9.84,260248.0,7.59,16.49,69152.0,51860.0,4093.0,0.597
Illinois,36,1329963.0,2089050.0,1028487.0,2.17,10.5,275276.0,8.12,16.49,82442.0,54451.0,4297.0,0.637
Illinois,37,1401585.0,2089050.0,1086599.0,2.28,11.06,288458.0,8.58,16.49,71622.0,55733.0,4398.0,0.671
Illinois,38,1457693.0,2089050.0,1131846.0,2.36,11.5,299201.0,8.93,16.49,56108.0,57554.0,4542.0,0.698
Indian Health Svc,11,68387.0,224425.0,16105.0,,,236.0,,,,,,0.305
Indian Health Svc,12,74462.0,290900.0,17240.0,,,323.0,,,6075.0,6075.0,,0.256
Indian Health Svc,13,81726.0,291800.0,69313.0,,,,,,7264.0,6670.0,,0.28
Indian Health Svc,14,90245.0,292700.0,77309.0,,,12730.0,,,8519.0,7286.0,,0.308
Indian Health Svc,15,,,,,,,,,3473.75,6333.0,,
Indian Health Svc,16,,,,,,,,,3473.75,5761.0,,
Indian Health Svc,17,,,,,,,,,3473.75,5380.0,,
Indian Health Svc,18,104140.0,292700.0,90329.0,,,13348.0,,,3473.75,5108.0,,0.356
Indian Health Svc,19,108975.0,315325.0,93635.0,,,14874.0,,,4835.0,4930.0,,0.346
Indian Health Svc,20,117297.0,323600.0,99004.0,,,17778.0,,,8322.0,5082.0,,0.362
Indian Health Svc,21,123534.0,355475.0,103912.0,,,18985.0,,,6237.0,4756.0,,0.348
Indian Health Svc,22,143678.0,357850.0,120761.0,,,21677.0,,,20144.0,7137.0,,0.402
Indian Health Svc,23,153784.0,357850.0,128843.0,,,23643.0,,,10106.0,8084.0,,0.43
Indian Health Svc,24,155529.0,357850.0,130085.0,,,24145.0,,,1745.0,7838.0,,0.435
Indian Health Svc,25,158282.0,357950.0,131481.0,,,25502.0,,,2753.0,7735.0,,0.442
Indian Health Svc,26,165764.0,386400.0,135456.0,,,28995.0,,,7482.0,8113.0,,0.429
Indian Health Svc,27,180226.0,406525.0,144908.0,,,33645.0,,,14462.0,8990.0,,0.443
Indian Health Svc,28,191109.0,423400.0,152563.0,,,36548.0,,,10883.0,9654.0,,0.451
Indian Health Svc,29,194962.0,423600.0,155066.0,,,37890.0,,,3853.0,7326.0,,0.46
Indian Health Svc,30,209747.0,423600.0,165493.0,,,40602.0,,,14785.0,7995.0,,0.495
Indian Health Svc,31,210664.0,423600.0,166090.0,,,40917.0,,,917.0,7876.0,,0.497
Indian Health Svc,32,214183.0,440900.0,168022.0,,,42503.0,,,3519.0,7986.0,,0.486
Indian Health Svc,33,224095.0,461000.0,174664.0,,,45751.0,,,9912.0,8333.0,,0.486
Indian Health Svc,34,238594.0,477275.0,182111.0,,,52748.0,,,14499.0,8338.0,,0.5
Indian Health Svc,35,244323.0,492875.0,185622.0,,,54966.0,,,5729.0,7602.0,,0.496
Indian Health Svc,36,276062.0,492875.0,204056.0,,,67885.0,,,31739.0,11586.0,,0.56
Indian Health Svc,37,282039.0,492875.0,208409.0,,,69477.0,,,5977.0,10327.0,,0.572
Indian Health Svc,38,291338.0,492875.0,214822.0,,,72334.0,,,9299.0,11525.0,,0.591
Indiana,11,191844.0,540475.0,114781.0,0.35,2.85,23546.0,1.7,8.03,,,,0.355
Indiana,12,211334.0,579050.0,125763.0,0.48,3.14,32040.0,1.87,8.6,19490.0,19490.0,2895.0,0.365
Indiana,13,233488.0,630025.0,203889.0,,3.47,,3.03,9.36,22154.0,20822.0,3093.0,0.371
Indiana,14,260310.0,642425.0,222599.0,0.56,3.87,37683.0,3.31,9.54,26822.0,22822.0,3390.0,0.405
Indiana,15,,,,,,,,,18594.0,21765.0,3233.0,
Indiana,16,,,,,,,,,18594.0,21131.0,3139.0,
Indiana,17,,,,,,,,,18594.0,20708.0,3076.0,
Indiana,18,334686.0,642425.0,283779.0,0.76,4.97,50862.0,4.22,9.54,18594.0,20406.0,3031.0,0.521
Indiana,19,356385.0,741025.0,297720.0,0.87,5.29,58616.0,4.42,11.01,21699.0,20722.0,3078.0,0.481
Indiana,20,387137.0,816025.0,320266.0,0.99,5.75,66801.0,4.76,12.12,30752.0,21950.0,3260.0,0.474
Indiana,21,414127.0,839925.0,340055.0,1.1,6.15,73986.0,5.05,12.48,26990.0,21974.0,3264.0,0.493
Indiana,22,446029.0,841725.0,367944.0,1.16,6.62,77985.0,5.46,12.5,31902.0,23875.0,3546.0,0.53
Indiana,23,446029.0,841725.0,367944.0,1.16,6.62,77985.0,5.46,12.5,0.0,21219.0,3152.0,0.53
Indiana,24,491856.0,841725.0,408181.0,1.24,7.31,83554.0,6.06,12.5,45827.0,25109.0,3730.0,0.584
Indiana,25,498824.0,900175.0,413982.0,1.26,7.41,84719.0,6.15,13.37,6968.0,23448.0,3483.0,0.554
Indiana,26,524180.0,920975.0,432791.0,1.36,7.79,91255.0,6.43,13.68,25356.0,23971.0,3561.0,0.569
Indiana,27,552144.0,925300.0,454380.0,1.45,8.2,97614.0,6.75,13.74,27964.0,23572.0,3501.0,0.597
Indiana,28,581322.0,929900.0,475928.0,1.56,8.64,105208.0,7.07,13.81,29178.0,23885.0,3548.0,0.625
Indiana,29,607185.0,931500.0,495746.0,1.65,9.02,111233.0,7.36,13.84,25863.0,23022.0,3420.0,0.652
Indiana,30,607185.0,931500.0,495746.0,1.65,9.02,111233.0,7.36,13.84,0.0,23022.0,3420.0,0.652
Indiana,31,607185.0,931500.0,495746.0,1.65,9.02,111233.0,7.36,13.84,0.0,16476.0,2447.0,0.652
Indiana,32,612289.0,1091375.0,499215.0,1.68,9.1,112864.0,7.41,16.21,5104.0,16209.0,2408.0,0.561
Indiana,33,637745.0,1106550.0,517147.0,1.79,9.47,120352.0,7.68,16.44,25456.0,16224.0,2410.0,0.576
Indiana,34,671191.0,1116375.0,541269.0,1.92,9.97,129626.0,8.04,16.58,33446.0,17007.0,2526.0,0.601
Indiana,35,710888.0,1117350.0,568118.0,2.11,10.56,142405.0,8.44,16.6,39697.0,18509.0,2749.0,0.636
Indiana,36,749771.0,1118350.0,593266.0,2.32,11.14,156083.0,8.81,16.61,38883.0,20369.0,3026.0,0.67
Indiana,37,749771.0,1118350.0,593266.0,2.32,11.14,156083.0,8.81,16.61,0.0,20369.0,3026.0,0.67
Indiana,38,749771.0,1118350.0,593266.0,2.32,11.14,156083.0,8.81,16.61,0.0,20369.0,3026.0,0.67
Iowa,11,98691.0,208875.0,91969.0,0.19,3.13,6099.0,2.92,6.62,,,,0.472
Iowa,12,112093.0,264125.0,101859.0,0.3,3.55,9603.0,3.23,8.37,13402.0,13402.0,4248.0,0.424
Iowa,13,112093.0,268025.0,100805.0,,3.55,,3.2,8.49,0.0,6701.0,2124.0,0.418
Iowa,14,120983.0,269000.0,108056.0,0.34,3.84,10742.0,3.42,8.53,8890.0,7431.0,2355.0,0.45
Iowa,15,,,,,,,,,5993.0,7071.0,2241.0,
Iowa,16,,,,,,,,,5993.0,6856.0,2173.0,
Iowa,17,,,,,,,,,5993.0,6712.0,2127.0,
Iowa,18,144955.0,269000.0,130042.0,0.4,4.59,12629.0,4.12,8.53,5993.0,6609.0,2095.0,0.539
Iowa,19,149850.0,291075.0,133528.0,0.44,4.75,13995.0,4.23,9.23,4895.0,5394.0,1710.0,0.515
Iowa,20,158743.0,328600.0,139500.0,0.53,5.03,16860.0,4.42,10.42,8893.0,6664.0,2112.0,0.483
Iowa,21,170607.0,338950.0,145642.0,0.71,5.41,22429.0,4.62,10.74,11864.0,7089.0,2247.0,0.503
Iowa,22,180110.0,361475.0,151145.0,0.84,5.71,26426.0,4.79,11.46,9503.0,7591.0,2406.0,0.498
Iowa,23,191183.0,361475.0,157635.0,0.98,6.06,30949.0,5.0,11.46,11073.0,8316.0,2636.0,0.529
Iowa,24,196203.0,361475.0,161445.0,1.02,6.22,32149.0,5.12,11.46,5020.0,8177.0,2592.0,0.543
Iowa,25,197982.0,361575.0,162795.0,1.03,6.28,32547.0,5.16,11.46,1779.0,7575.0,2401.0,0.548
Iowa,26,204196.0,362875.0,165466.0,1.14,6.47,36067.0,5.24,11.5,6214.0,7764.0,2461.0,0.563
Iowa,27,212497.0,391575.0,169341.0,1.28,6.74,40477.0,5.37,12.41,8301.0,7679.0,2434.0,0.543
Iowa,28,224347.0,398600.0,174655.0,1.48,7.11,46785.0,5.54,12.63,11850.0,7677.0,2433.0,0.563
Iowa,29,237874.0,417900.0,182537.0,1.66,7.54,52324.0,5.79,13.24,13527.0,8252.0,2615.0,0.569
Iowa,30,252202.0,417900.0,190689.0,1.85,7.99,58367.0,6.04,13.24,14328.0,8717.0,2763.0,0.603
Iowa,31,257468.0,417900.0,194009.0,1.91,8.16,60259.0,6.15,13.24,5266.0,8752.0,2774.0,0.616
Iowa,32,259522.0,415325.0,195234.0,1.94,8.23,61085.0,6.19,13.16,2054.0,8791.0,2786.0,0.625
Iowa,33,266777.0,446825.0,199242.0,2.04,8.46,64234.0,6.32,14.16,7255.0,8940.0,2834.0,0.597
Iowa,34,279252.0,471200.0,206516.0,2.2,8.85,69401.0,6.55,14.94,12475.0,9536.0,3022.0,0.593
Iowa,35,293377.0,507850.0,215693.0,2.35,9.3,74252.0,6.84,16.1,14125.0,9861.0,3125.0,0.578
Iowa,36,308527.0,510550.0,224437.0,2.56,9.78,80640.0,7.11,16.18,15150.0,10093.0,3199.0,0.604
Iowa,37,328412.0,510550.0,237554.0,2.77,10.41,87373.0,7.53,16.18,19885.0,10887.0,3451.0,0.643
Iowa,38,345350.0,510550.0,252349.0,2.84,10.95,89506.0,8.0,16.18,16938.0,12555.0,3979.0,0.676
Kansas,11,78268.0,193175.0,53988.0,0.33,2.69,9577.0,1.85,6.63,,,,0.405
Kansas,12,85650.0,261175.0,58477.0,0.43,2.94,12470.0,2.01,8.96,7382.0,7382.0,2534.0,0.328
Kansas,13,91565.0,263175.0,77590.0,,3.14,,2.66,9.03,5915.0,6648.0,2282.0,0.348
Kansas,14,97779.0,263175.0,83293.0,0.46,3.36,13496.0,2.86,9.03,6214.0,6504.0,2233.0,0.372
Kansas,15,,,,,,,,,5163.75,6169.0,2118.0,
Kansas,16,,,,,,,,,5163.75,5968.0,2049.0,
Kansas,17,,,,,,,,,5163.75,5834.0,2003.0,
Kansas,18,118434.0,263175.0,101824.0,0.54,4.06,15602.0,3.5,9.03,5163.75,5738.0,1970.0,0.45
Kansas,19,122705.0,265600.0,105679.0,0.55,4.21,16013.0,3.63,9.12,4271.0,5294.0,1817.0,0.462
Kansas,20,130434.0,312000.0,111907.0,0.6,4.48,17430.0,3.84,10.71,7729.0,5553.0,1906.0,0.418
Kansas,21,137094.0,336475.0,116569.0,0.66,4.71,19325.0,4.0,11.55,6660.0,5616.0,1928.0,0.407
Kansas,22,144909.0,348175.0,122813.0,0.72,4.97,20883.0,4.22,11.95,7815.0,5995.0,2058.0,0.416
Kansas,23,151249.0,348175.0,127417.0,0.78,5.19,22610.0,4.37,11.95,6340.0,6163.0,2115.0,0.434
Kansas,24,154719.0,348175.0,129861.0,0.81,5.31,23635.0,4.46,11.95,3470.0,5921.0,2032.0,0.444
Kansas,25,158743.0,348175.0,132153.0,0.87,5.45,25349.0,4.54,11.95,4024.0,5758.0,1976.0,0.456
Kansas,26,168392.0,392875.0,140685.0,0.91,5.78,26457.0,4.83,13.49,9649.0,6527.0,2240.0,0.429
Kansas,27,190301.0,405550.0,157536.0,1.08,6.53,31429.0,5.41,13.92,21909.0,8552.0,2935.0,0.469
Kansas,28,190540.0,412375.0,157720.0,1.08,6.54,31482.0,5.41,14.16,239.0,7635.0,2621.0,0.462
Kansas,29,206520.0,413350.0,168343.0,1.26,7.09,36738.0,5.78,14.19,15980.0,8802.0,3021.0,0.5
Kansas,30,221469.0,413350.0,180156.0,1.36,7.6,39753.0,6.18,14.19,14949.0,10031.0,3443.0,0.536
Kansas,31,226895.0,413350.0,183035.0,1.45,7.79,42297.0,6.28,14.19,5426.0,10311.0,3539.0,0.549
Kansas,32,231201.0,413350.0,185065.0,1.52,7.94,44420.0,6.35,14.19,4306.0,10351.0,3553.0,0.559
Kansas,33,241156.0,470800.0,192026.0,1.63,8.28,47394.0,6.59,16.16,9955.0,10395.0,3568.0,0.512
Kansas,34,251425.0,471775.0,198352.0,1.76,8.63,51322.0,6.81,16.19,10269.0,8732.0,2997.0,0.533
Kansas,35,263624.0,492250.0,206997.0,1.88,9.05,54834.0,7.1,16.9,12199.0,10441.0,3584.0,0.536
Kansas,36,280252.0,492250.0,218170.0,2.07,9.62,60203.0,7.49,16.9,16628.0,10533.0,3615.0,0.569
Kansas,37,296284.0,492250.0,228774.0,2.25,10.17,65559.0,7.85,16.9,16032.0,10688.0,3669.0,0.602
Kansas,38,303094.0,492250.0,232575.0,2.35,10.4,68565.0,7.98,16.9,6810.0,10886.0,3737.0,0.616
Kentucky,11,132114.0,329450.0,102517.0,0.14,2.96,6335.0,2.3,7.37,,,,0.401
Kentucky,12,142436.0,329450.0,111449.0,0.17,3.19,7725.0,2.5,7.37,10322.0,10322.0,2310.0,0.432
Kentucky,13,155613.0,332375.0,145320.0,,3.48,,3.25,7.44,13177.0,11750.0,2630.0,0.468
Kentucky,14,174748.0,337450.0,162733.0,0.24,3.91,10672.0,3.64,7.55,19135.0,14211.0,3181.0,0.518
Kentucky,15,,,,,,,,,10322.75,13239.0,2963.0,
Kentucky,16,,,,,,,,,10322.75,12656.0,2833.0,
Kentucky,17,,,,,,,,,10322.75,12267.0,2746.0,
Kentucky,18,216039.0,337450.0,201688.0,0.29,4.84,12911.0,4.51,7.55,10322.75,11989.0,2683.0,0.64
Kentucky,19,223946.0,444325.0,208664.0,0.31,5.01,13829.0,4.67,9.94,7907.0,11644.0,2606.0,0.504
Kentucky,20,235143.0,450175.0,217837.0,0.35,5.26,15699.0,4.88,10.08,11197.0,11361.0,2543.0,0.522
Kentucky,21,254144.0,466700.0,229873.0,0.5,5.69,22568.0,5.14,10.45,19001.0,11342.0,2539.0,0.545
Kentucky,22,270960.0,471000.0,243620.0,0.57,6.06,25566.0,5.45,10.54,16816.0,12270.0,2746.0,0.575
Kentucky,23,299493.0,471000.0,268308.0,0.66,6.7,29346.0,6.01,10.54,28533.0,14871.0,3329.0,0.636
Kentucky,24,307462.0,471000.0,275610.0,0.67,6.88,30010.0,6.17,10.54,7969.0,14535.0,3253.0,0.653
Kentucky,25,312192.0,557975.0,279715.0,0.69,6.99,30633.0,6.26,12.49,4730.0,13736.0,3075.0,0.56
Kentucky,26,323268.0,585500.0,285291.0,0.81,7.24,36054.0,6.39,13.1,11076.0,14189.0,3176.0,0.552
Kentucky,27,342200.0,611050.0,297108.0,0.97,7.66,43142.0,6.65,13.68,18932.0,15294.0,3423.0,0.56
Kentucky,28,366643.0,650050.0,312373.0,1.17,8.21,52251.0,6.99,14.55,24443.0,16071.0,3597.0,0.564
Kentucky,29,386001.0,650150.0,324581.0,1.33,8.64,59367.0,7.26,14.55,19358.0,16434.0,3678.0,0.594
Kentucky,30,404705.0,650150.0,337738.0,1.45,9.06,64890.0,7.56,14.55,18704.0,15030.0,3364.0,0.622
Kentucky,31,415545.0,650150.0,347384.0,1.48,9.3,66077.0,7.78,14.55,10840.0,15440.0,3456.0,0.639
Kentucky,32,419562.0,684700.0,350622.0,1.5,9.39,66852.0,7.85,15.33,4017.0,15339.0,3433.0,0.613
Kentucky,33,435400.0,719200.0,360015.0,1.64,9.75,73264.0,8.06,16.1,15838.0,16019.0,3586.0,0.605
Kentucky,34,455783.0,746500.0,372114.0,1.82,10.2,81502.0,8.33,16.71,20383.0,16226.0,3632.0,0.611
Kentucky,35,483777.0,747000.0,387902.0,2.1,10.83,93651.0,8.68,16.72,27994.0,16733.0,3745.0,0.648
Kentucky,36,517168.0,747000.0,406790.0,2.42,11.58,108050.0,9.1,16.72,33391.0,18738.0,4194.0,0.692
Kentucky,37,548342.0,747000.0,422976.0,2.75,12.27,122785.0,9.47,16.72,31174.0,20520.0,4593.0,0.734
Kentucky,38,564682.0,747000.0,434294.0,2.86,12.64,127793.0,9.72,16.72,16340.0,21305.0,4769.0,0.756
Long Term Care,11,951774.0,4385175.0,948869.0,,,2429.0,,,,,,0.217
Long Term Care,12,1084177.0,4556575.0,1066689.0,,,16900.0,,,132403.0,132403.0,,0.238
Long Term Care,13,1225493.0,4715600.0,1195320.0,,,,,,141316.0,136860.0,,0.26
Long Term Care,14,1384963.0,,,,,,,,159470.0,144396.0,,
Long Term Care,15,,,,,,,,,90119.5,130827.0,,
Long Term Care,16,,,,,,,,,90119.5,122686.0,,
Long Term Care,17,,,,,,,,,90119.5,117258.0,,
Long Term Care,18,1745441.0,,,,,,,,90119.5,113381.0,,
Long Term Care,19,1908256.0,,,,,,,,162815.0,117726.0,,
Long Term Care,20,2089181.0,,,,,,,,180925.0,123384.0,,
Long Term Care,21,2289284.0,,,,,,,,200103.0,129189.0,,
Long Term Care,22,2437670.0,,,,,,,,148386.0,137512.0,,
Long Term Care,23,2567018.0,,,,,,,,129348.0,143117.0,,
Long Term Care,24,2714487.0,,,,,,,,147469.0,151309.0,,
Long Term Care,25,2725830.0,,,,,,,,11343.0,140056.0,,
Long Term Care,26,2904840.0,,,,,,,,179010.0,142369.0,,
Long Term Care,27,3102134.0,,,,,,,,197294.0,144708.0,,
Long Term Care,28,3314266.0,,,,,,,,212132.0,146426.0,,
Long Term Care,29,3505431.0,,,,,,,,191165.0,152537.0,,
Long Term Care,30,3683718.0,,,,,,,,178287.0,159529.0,,
Long Term Care,31,3748779.0,,,,,,,,65061.0,147756.0,,
Long Term Care,32,3851460.0,,,,,,,,102681.0,160804.0,,
Long Term Care,33,4022407.0,,,,,,,,170947.0,159652.0,,
Long Term Care,34,4210027.0,,,,,,,,187620.0,158270.0,,
Long Term Care,35,4419633.0,,,,,,,,209606.0,157910.0,,
Long Term Care,36,4628962.0,,,,,,,,209329.0,160504.0,,
Long Term Care,37,4839144.0,,,,,,,,210182.0,165061.0,,
Long Term Care,38,4946483.0,,,,,,,,107339.0,171101.0,,
Louisiana,11,142771.0,368300.0,117022.0,0.39,3.07,18314.0,2.52,7.92,,,,0.388
Louisiana,12,156186.0,369475.0,127078.0,0.46,3.36,21634.0,2.73,7.95,13415.0,13415.0,2886.0,0.423
Louisiana,13,175811.0,370175.0,149064.0,,3.78,,3.21,7.96,19625.0,16520.0,3554.0,0.475
Louisiana,14,197967.0,370175.0,167193.0,0.65,4.26,30416.0,3.6,7.96,22156.0,18399.0,3958.0,0.535
Louisiana,15,,,,,,,,,14406.0,17400.0,3743.0,
Louisiana,16,,,,,,,,,14406.0,16802.0,3614.0,
Louisiana,17,,,,,,,,,14406.0,16402.0,3528.0,
Louisiana,18,255591.0,370175.0,221109.0,0.73,5.5,33967.0,4.76,7.96,14406.0,16117.0,3467.0,0.69
Louisiana,19,264400.0,485625.0,228831.0,0.75,5.69,35049.0,4.92,10.45,8809.0,15459.0,3325.0,0.544
Louisiana,20,279398.0,492800.0,240762.0,0.82,6.01,38095.0,5.18,10.6,14998.0,14798.0,3183.0,0.567
Louisiana,21,297655.0,506200.0,256670.0,0.87,6.4,40385.0,5.52,10.89,18257.0,14241.0,3063.0,0.588
Louisiana,22,315023.0,543700.0,272630.0,0.9,6.78,41788.0,5.86,11.7,17368.0,14664.0,3154.0,0.579
Louisiana,23,334086.0,543700.0,290955.0,0.92,7.19,42520.0,6.26,11.7,19063.0,15330.0,3298.0,0.614
Louisiana,24,341447.0,543700.0,297684.0,0.93,7.34,43151.0,6.4,11.7,7361.0,14323.0,3081.0,0.628
Louisiana,25,345675.0,602025.0,301874.0,0.93,7.44,43189.0,6.49,12.95,4228.0,12869.0,2768.0,0.574
Louisiana,26,358746.0,620325.0,311135.0,1.01,7.72,46954.0,6.69,13.34,13071.0,13478.0,2899.0,0.578
Louisiana,27,375895.0,620425.0,323609.0,1.11,8.09,51583.0,6.96,13.35,17149.0,13785.0,2965.0,0.606
Louisiana,28,398312.0,620425.0,339450.0,1.25,8.57,58132.0,7.3,13.35,22417.0,14380.0,3093.0,0.642
Louisiana,29,420908.0,648925.0,355024.0,1.4,9.05,65136.0,7.64,13.96,22596.0,15126.0,3254.0,0.649
Louisiana,30,443715.0,648925.0,369486.0,1.58,9.54,73436.0,7.95,13.96,22807.0,15661.0,3369.0,0.684
Louisiana,31,463179.0,648925.0,376491.0,1.85,9.96,85872.0,8.1,13.96,19464.0,17390.0,3741.0,0.714
Louisiana,32,476014.0,736850.0,378574.0,2.08,10.24,96606.0,8.14,15.85,12835.0,18620.0,4005.0,0.646
Louisiana,33,488960.0,746550.0,384041.0,2.24,10.52,104070.0,8.26,16.06,12946.0,18602.0,4001.0,0.655
Louisiana,34,509982.0,746550.0,393389.0,2.49,10.97,115629.0,8.46,16.06,21022.0,19155.0,4120.0,0.683
Louisiana,35,536404.0,746550.0,404021.0,2.83,11.54,131355.0,8.69,16.06,26422.0,19727.0,4243.0,0.719
Louisiana,36,570731.0,769750.0,419327.0,3.23,12.28,150219.0,9.02,16.56,34327.0,21403.0,4604.0,0.741
Louisiana,37,599941.0,769750.0,431119.0,3.6,12.9,167576.0,9.27,16.56,29210.0,22318.0,4801.0,0.779
Louisiana,38,614041.0,769750.0,436190.0,3.8,13.21,176580.0,9.38,16.56,14100.0,21552.0,4636.0,0.798
Maine,11,54945.0,132975.0,38045.0,0.34,4.09,4518.0,2.83,9.89,,,,0.413
Maine,12,57248.0,136875.0,39157.0,0.39,4.26,5182.0,2.91,10.18,2303.0,2303.0,1713.0,0.418
Maine,13,61129.0,136875.0,51631.0,,4.55,,3.84,10.18,3881.0,3092.0,2300.0,0.447
Maine,14,61129.0,136875.0,51631.0,0.62,4.55,8274.0,3.84,10.18,0.0,2061.0,1533.0,0.447
Maine,15,,,,,,,,,3212.25,2349.0,1747.0,
Maine,16,,,,,,,,,3212.25,2522.0,1876.0,
Maine,17,,,,,,,,,3212.25,2637.0,1962.0,
Maine,18,73978.0,136875.0,62716.0,0.74,5.5,10018.0,4.67,10.18,3212.25,2719.0,2023.0,0.54
Maine,19,76167.0,155800.0,64260.0,0.79,5.67,10661.0,4.78,11.59,2189.0,2703.0,2011.0,0.489
Maine,20,80502.0,165175.0,67133.0,0.9,5.99,12071.0,4.99,12.29,4335.0,2768.0,2059.0,0.487
Maine,21,86395.0,176400.0,70193.0,1.11,6.43,14893.0,5.22,13.12,5893.0,3609.0,2685.0,0.49
