Country,Year,confirmed_cases,hospital_flow,hospital_stock,icu_flow,icu_stock,confirmed_deaths
Germany,616,42.4,24.8,,,24.9,6.2
Germany,617,42.0,24.0,,,24.9,6.2
Germany,618,41.3,23.6,,,24.9,6.1
Germany,619,40.4,22.8,,,24.9,5.9
Germany,620,39.7,22.1,,,24.5,5.7
Germany,621,38.9,21.5,,,23.7,5.3
Germany,622,38.0,21.1,,,23.6,5.3
Germany,623,36.7,20.4,,,23.7,5.2
Germany,624,35.8,19.8,,,23.1,5.0
Germany,625,34.5,19.3,,,23.2,5.0
Germany,626,33.7,19.3,,,23.4,5.2
Germany,627,33.3,19.0,,,23.6,5.2
Germany,628,32.8,18.8,,,23.6,5.3
Germany,629,32.0,18.8,,,23.9,5.4
Germany,630,31.7,19.0,,,23.5,5.7
Germany,631,31.4,19.7,,,23.3,5.7
Germany,632,31.6,19.9,,,23.3,5.8
Germany,633,31.8,19.4,,,23.5,5.8
Germany,634,32.1,19.4,,,24.0,6.0
Germany,635,32.4,19.3,,,24.3,6.1
Germany,636,32.9,19.3,,,24.2,6.1
Germany,637,33.1,18.9,,,24.3,6.4
Germany,638,33.1,18.3,,,24.4,6.5
Germany,639,33.0,18.2,,,24.7,6.7
Germany,640,33.1,18.7,,,25.3,7.1
Germany,641,33.2,19.2,,,25.6,7.4
Germany,642,33.4,19.6,,,25.7,7.5
Germany,643,33.4,19.8,,,26.7,7.6
Germany,644,33.5,20.5,,,26.8,7.7
Germany,645,33.8,21.0,,,27.9,8.1
Germany,646,34.3,21.2,,,28.3,8.3
Germany,647,34.7,22.0,,,29.2,8.2
Germany,648,35.2,22.4,,,29.6,8.6
Germany,649,35.9,22.7,,,30.6,9.1
Germany,650,36.7,23.2,,,31.4,9.8
Germany,651,37.9,24.9,,,32.5,10.6
Germany,652,39.1,27.6,,,33.6,11.7
Germany,653,40.8,29.9,,,34.5,12.5
Germany,654,42.7,31.7,,,35.8,14.0
Germany,655,44.1,33.8,,,37.1,14.8
Germany,656,46.5,35.4,,,38.6,15.7
Germany,657,49.8,35.9,,,40.5,16.0
Germany,658,53.2,36.9,,,42.0,16.2
Germany,659,56.1,37.7,,,42.5,16.6
Germany,660,59.0,40.2,,,44.1,17.3
Germany,661,61.4,41.9,,,45.5,17.7
Germany,662,63.3,43.2,,,46.6,18.3
Germany,663,66.1,43.9,,,47.5,18.6
Germany,664,69.3,44.8,,,49.1,19.3
Germany,665,72.7,44.1,,,49.7,19.9
Germany,666,75.9,45.7,,,51.1,21.2
Germany,667,78.8,47.5,,,52.7,22.5
Germany,668,81.5,49.5,,,55.4,23.4
Germany,669,83.3,51.3,,,57.0,24.6
Germany,670,85.2,52.2,,,58.6,25.0
Germany,671,88.0,52.8,,,59.6,25.0
Germany,672,93.1,56.3,,,61.0,26.5
Germany,673,99.0,58.8,,,61.9,27.9
Germany,674,105.0,59.6,,,63.8,28.3
Germany,675,110.1,61.4,,,66.9,29.7
Germany,676,114.0,62.9,,,69.3,30.7
Germany,677,120.9,64.3,,,70.8,31.7
Germany,678,129.6,65.9,,,73.0,32.7
Germany,679,137.4,67.8,,,75.1,33.4
Germany,680,144.8,70.6,,,76.1,34.4
Germany,681,151.5,72.6,,,77.7,35.9
Germany,682,156.5,74.1,,,79.9,37.2
Germany,683,160.4,76.1,,,80.6,38.4
Germany,684,166.2,76.4,,,81.4,38.8
Germany,685,175.4,77.3,,,83.3,39.1
Germany,686,183.3,79.0,,,83.2,40.2
Germany,687,191.0,79.8,,,83.4,40.7
Germany,688,200.6,80.9,,,83.8,41.3
Germany,689,205.8,81.3,,,85.1,40.7
Germany,690,208.4,81.3,,,85.8,40.4
Germany,691,213.9,82.0,,,85.0,40.7
Germany,692,218.5,81.2,,,85.7,40.3
Germany,693,224.2,80.3,,,85.8,39.6
Germany,694,227.7,78.4,,,85.1,38.9
Germany,695,227.7,78.4,,,85.2,38.7
Germany,696,227.0,78.1,,,85.5,38.3
Germany,697,227.0,77.7,,,85.0,38.1
Germany,698,225.0,77.8,,,83.8,37.7
Germany,699,225.0,78.2,,,82.7,37.9
Germany,700,224.5,78.6,,,81.3,37.8
Germany,701,222.9,79.1,,,80.9,36.5
Germany,702,222.2,77.5,,,80.5,35.1
Germany,703,221.1,76.1,,,80.2,33.7
Germany,704,219.0,74.2,,,79.2,32.9
Germany,705,217.6,73.3,,,77.6,31.7
Germany,706,215.1,71.6,,,76.1,30.6
Germany,707,210.3,68.7,,,74.3,28.5
Germany,708,204.9,67.0,,,74.2,28.3
Germany,709,198.4,64.7,,,73.5,27.6
Germany,710,193.3,62.3,,,73.0,26.5
Germany,711,188.4,60.4,,,71.7,24.5
Germany,712,181.5,58.6,,,69.5,23.9
Germany,713,175.8,57.8,,,67.9,23.2
Germany,714,168.2,56.2,,,66.5,22.5
Germany,715,162.5,53.2,,,66.4,20.6
Germany,716,156.6,50.4,,,66.1,18.9
Germany,717,152.8,47.9,,,66.0,17.7
Germany,718,150.3,43.3,,,63.7,16.3
Germany,719,146.9,40.2,,,61.8,14.9
Germany,720,140.4,39.5,,,59.7,14.4
Germany,721,134.1,38.5,,,58.7,13.4
Germany,722,128.5,37.6,,,57.5,12.3
Germany,723,120.3,37.2,,,56.8,11.1
Germany,724,113.5,37.3,,,56.4,10.3
Germany,725,113.8,37.3,,,54.7,9.6
Germany,726,113.8,37.2,,,52.9,9.2
Germany,727,113.6,37.2,,,51.3,8.7
Germany,728,115.1,37.2,,,49.8,8.0
Germany,729,118.2,36.3,,,48.6,7.3
Germany,730,121.8,35.4,,,,6.7
Germany,731,124.8,33.4,,,,5.8
Germany,732,128.5,34.6,,,,5.5
Germany,733,135.5,35.1,,,,5.3
Germany,734,145.3,34.5,,,,4.8
Germany,735,156.3,33.2,,,,4.0
Germany,736,164.0,30.9,,,,3.3
Germany,737,177.1,29.4,,,,2.7
Germany,738,186.8,28.7,,,,2.3
Germany,739,190.1,27.6,,,,1.9
Germany,740,198.0,,,,,1.6
Germany,741,209.8,,,,,
Germany,742,222.0,,,,,
Germany,743,235.8,,,,,
Germany,744,246.0,,,,,
Germany,745,251.4,,,,,
