date,location,total_cases,total_deaths,new_cases,new_deaths
2020-03-04,Switzerland,37,,7,
2020-03-05,Switzerland,56,,19,
2020-03-06,Switzerland,86,1,30,
2020-03-07,Switzerland,209,1,123,0
2020-03-08,Switzerland,264,2,55,1
2020-03-09,Switzerland,332,2,68,0
2020-01-21,Thailand,2,,,
2020-01-22,Thailand,2,,0,
2020-01-23,Thailand,4,,2,
2020-01-24,Thailand,4,,0,
2020-01-25,Thailand,4,,0,
2020-01-26,Thailand,5,,1,
2020-01-27,Thailand,5,,0,
2020-01-28,Thailand,14,,9,
2020-01-29,Thailand,14,,0,
2020-01-30,Thailand,14,,0,
2020-01-31,Thailand,14,,0,
2020-02-01,Thailand,19,,5,
2020-02-02,Thailand,19,,0,
2020-02-03,Thailand,19,,0,
2020-02-04,Thailand,19,,0,
2020-02-05,Thailand,25,,6,
2020-02-06,Thailand,25,,0,
2020-02-07,Thailand,25,,0,
2020-02-08,Thailand,32,,7,
2020-02-09,Thailand,32,,0,
2020-02-10,Thailand,32,,0,
2020-02-11,Thailand,33,,1,
2020-02-12,Thailand,33,,0,
2020-02-13,Thailand,33,,0,
2020-02-14,Thailand,33,,0,
2020-02-15,Thailand,34,,1,
2020-02-16,Thailand,34,,0,
2020-02-17,Thailand,35,,1,
2020-02-18,Thailand,35,,0,
2020-02-19,Thailand,35,,0,
2020-02-20,Thailand,35,,0,
2020-02-21,Thailand,35,,0,
2020-02-22,Thailand,35,,0,
2020-02-23,Thailand,35,,0,
2020-02-24,Thailand,35,,0,
2020-02-25,Thailand,37,,2,
2020-02-26,Thailand,40,,3,
2020-02-27,Thailand,40,,0,
2020-02-28,Thailand,40,,0,
2020-02-29,Thailand,42,,2,
2020-03-01,Thailand,42,,0,
2020-03-02,Thailand,42,1,0,
2020-03-03,Thailand,43,1,1,0
2020-03-04,Thailand,43,1,0,0
2020-03-05,Thailand,47,1,4,0
2020-03-06,Thailand,47,1,0,0
2020-03-07,Thailand,48,1,1,0
2020-03-08,Thailand,50,1,2,0
2020-03-09,Thailand,50,1,0,0
2020-02-01,The United Kingdom,2,,,
2020-02-02,The United Kingdom,2,,0,
2020-02-03,The United Kingdom,2,,0,
2020-02-04,The United Kingdom,2,,0,
2020-02-05,The United Kingdom,2,,0,
2020-02-06,The United Kingdom,2,,0,
2020-02-07,The United Kingdom,3,,1,
2020-02-08,The United Kingdom,3,,0,
2020-02-09,The United Kingdom,3,,0,
2020-02-10,The United Kingdom,4,,1,
2020-02-11,The United Kingdom,8,,4,
2020-02-12,The United Kingdom,8,,0,
2020-02-13,The United Kingdom,9,,1,
2020-02-14,The United Kingdom,9,,0,
2020-02-15,The United Kingdom,9,,0,
2020-02-16,The United Kingdom,9,,0,
2020-02-17,The United Kingdom,9,,0,
2020-02-18,The United Kingdom,9,,0,
2020-02-19,The United Kingdom,9,,0,
2020-02-20,The United Kingdom,9,,0,
2020-02-21,The United Kingdom,9,,0,
2020-02-22,The United Kingdom,9,,0,
2020-02-23,The United Kingdom,9,,0,
2020-02-24,The United Kingdom,9,,0,
2020-02-25,The United Kingdom,13,,4,
2020-02-26,The United Kingdom,13,,0,
2020-02-27,The United Kingdom,13,,0,
2020-02-28,The United Kingdom,16,,3,
2020-02-29,The United Kingdom,20,,4,
2020-03-01,The United Kingdom,23,,3,
2020-03-02,The United Kingdom,36,,13,
2020-03-03,The United Kingdom,39,,3,
2020-03-04,The United Kingdom,51,,12,
2020-03-05,The United Kingdom,89,,38,
2020-03-06,The United Kingdom,118,,29,
2020-03-07,The United Kingdom,167,1,49,
2020-03-08,The United Kingdom,210,2,43,1
2020-03-09,The United Kingdom,277,2,67,0
2020-03-07,Togo,1,,,
2020-03-08,Togo,1,,0,
2020-03-09,Togo,1,,0,
2020-03-03,Tunisia,1,,,
2020-03-04,Tunisia,1,,0,
2020-03-05,Tunisia,1,,0,
2020-03-06,Tunisia,1,,0,
2020-03-07,Tunisia,1,,0,
2020-03-08,Tunisia,1,,0,
2020-03-09,Tunisia,2,,1,
2020-03-04,Ukraine,1,,,
2020-03-05,Ukraine,1,,0,
2020-03-06,Ukraine,1,,0,
2020-03-07,Ukraine,1,,0,
2020-03-08,Ukraine,1,,0,
2020-03-09,Ukraine,1,,0,
2020-01-29,United Arab Emirates,4,,,
2020-01-30,United Arab Emirates,4,,0,
2020-01-31,United Arab Emirates,4,,0,
2020-02-01,United Arab Emirates,4,,0,
2020-02-02,United Arab Emirates,5,,1,
2020-02-03,United Arab Emirates,5,,0,
2020-02-04,United Arab Emirates,5,,0,
2020-02-05,United Arab Emirates,5,,0,
2020-02-06,United Arab Emirates,5,,0,
2020-02-07,United Arab Emirates,5,,0,
2020-02-08,United Arab Emirates,7,,2,
2020-02-09,United Arab Emirates,7,,0,
2020-02-10,United Arab Emirates,7,,0,
2020-02-11,United Arab Emirates,8,,1,
2020-02-12,United Arab Emirates,8,,0,
2020-02-13,United Arab Emirates,8,,0,
2020-02-14,United Arab Emirates,8,,0,
2020-02-15,United Arab Emirates,8,,0,
2020-02-16,United Arab Emirates,8,,0,
2020-02-17,United Arab Emirates,9,,1,
2020-02-18,United Arab Emirates,9,,0,
2020-02-19,United Arab Emirates,9,,0,
2020-02-20,United Arab Emirates,9,,0,
2020-02-21,United Arab Emirates,9,,0,
2020-02-22,United Arab Emirates,11,,2,
2020-02-23,United Arab Emirates,13,,2,
2020-02-24,United Arab Emirates,13,,0,
2020-02-25,United Arab Emirates,13,,0,
2020-02-26,United Arab Emirates,13,,0,
2020-02-27,United Arab Emirates,13,,0,
2020-02-28,United Arab Emirates,19,,6,
2020-02-29,United Arab Emirates,19,,0,
2020-03-01,United Arab Emirates,19,,0,
2020-03-02,United Arab Emirates,21,,2,
2020-03-03,United Arab Emirates,21,,0,
2020-03-04,United Arab Emirates,27,,6,
2020-03-05,United Arab Emirates,27,,0,
2020-03-06,United Arab Emirates,27,,0,
2020-03-07,United Arab Emirates,45,,18,
2020-03-08,United Arab Emirates,45,,0,
2020-03-09,United Arab Emirates,45,,0,
2020-01-23,United States of America,1,,,
2020-01-24,United States of America,1,,0,
2020-01-25,United States of America,2,,1,
2020-01-26,United States of America,2,,0,
2020-01-27,United States of America,5,,3,
2020-01-28,United States of America,5,,0,
2020-01-29,United States of America,5,,0,
2020-01-30,United States of America,5,,0,
2020-01-31,United States of America,6,,1,
2020-02-01,United States of America,7,,1,
2020-02-02,United States of America,8,,1,
2020-02-03,United States of America,11,,3,
2020-02-04,United States of America,11,,0,
2020-02-05,United States of America,11,,0,
2020-02-06,United States of America,12,,1,
2020-02-07,United States of America,12,,0,
2020-02-08,United States of America,12,,0,
2020-02-09,United States of America,12,,0,
2020-02-10,United States of America,12,,0,
2020-02-11,United States of America,13,,1,
2020-02-12,United States of America,13,,0,
2020-02-13,United States of America,14,,1,
2020-02-14,United States of America,15,,1,
2020-02-15,United States of America,15,,0,
2020-02-16,United States of America,15,,0,
2020-02-17,United States of America,15,,0,
2020-02-18,United States of America,15,,0,
2020-02-19,United States of America,15,,0,
2020-02-20,United States of America,15,,0,
2020-02-21,United States of America,15,,0,
2020-02-22,United States of America,35,,20,
2020-02-23,United States of America,35,,0,
2020-02-24,United States of America,35,,0,
2020-02-25,United States of America,53,,18,
2020-02-26,United States of America,53,,0,
2020-02-27,United States of America,59,,6,
2020-02-28,United States of America,59,,0,
2020-02-29,United States of America,62,,3,
2020-03-01,United States of America,62,,0,
2020-03-02,United States of America,62,,0,
2020-03-03,United States of America,64,2,2,
2020-03-04,United States of America,108,6,44,4
2020-03-05,United States of America,129,9,21,3
2020-03-06,United States of America,148,10,19,1
2020-03-07,United States of America,213,11,65,1
2020-03-08,United States of America,213,11,0,0
2020-03-09,United States of America,213,11,0,0
2020-01-24,Viet Nam,2,,,
2020-01-25,Viet Nam,2,,0,
2020-01-26,Viet Nam,2,,0,
2020-01-27,Viet Nam,2,,0,
2020-01-28,Viet Nam,2,,0,
2020-01-29,Viet Nam,2,,0,
2020-01-30,Viet Nam,2,,0,
2020-01-31,Viet Nam,5,,3,
2020-02-01,Viet Nam,6,,1,
2020-02-02,Viet Nam,7,,1,
2020-02-03,Viet Nam,8,,1,
2020-02-04,Viet Nam,9,,1,
2020-02-05,Viet Nam,10,,1,
2020-02-06,Viet Nam,10,,0,
2020-02-07,Viet Nam,12,,2,
2020-02-08,Viet Nam,13,,1,
2020-02-09,Viet Nam,14,,1,
2020-02-10,Viet Nam,14,,0,
2020-02-11,Viet Nam,15,,1,
2020-02-12,Viet Nam,15,,0,
2020-02-13,Viet Nam,16,,1,
2020-02-14,Viet Nam,16,,0,
2020-02-15,Viet Nam,16,,0,
2020-02-16,Viet Nam,16,,0,
2020-02-17,Viet Nam,16,,0,
2020-02-18,Viet Nam,16,,0,
2020-02-19,Viet Nam,16,,0,
2020-02-20,Viet Nam,16,,0,
2020-02-21,Viet Nam,16,,0,
2020-02-22,Viet Nam,16,,0,
2020-02-23,Viet Nam,16,,0,
2020-02-24,Viet Nam,16,,0,
2020-02-25,Viet Nam,16,,0,
2020-02-26,Viet Nam,16,,0,
2020-02-27,Viet Nam,16,,0,
2020-02-28,Viet Nam,16,,0,
2020-02-29,Viet Nam,16,,0,
2020-03-01,Viet Nam,16,,0,
2020-03-02,Viet Nam,16,,0,
2020-03-03,Viet Nam,16,,0,
2020-03-04,Viet Nam,16,,0,
2020-03-05,Viet Nam,16,,0,
2020-03-06,Viet Nam,16,,0,
2020-03-07,Viet Nam,17,,1,
2020-03-08,Viet Nam,21,,4,
2020-03-09,Viet Nam,30,,9,
