date,location,new_cases,new_deaths,total_cases,total_deaths
2020-01-27,Malaysia,1,,4,
2020-01-28,Malaysia,0,,4,
2020-01-29,Malaysia,0,,4,
2020-01-30,Malaysia,3,,7,
2020-01-31,Malaysia,1,,8,
2020-02-01,Malaysia,0,,8,
2020-02-02,Malaysia,0,,8,
2020-02-03,Malaysia,0,,8,
2020-02-04,Malaysia,2,,10,
2020-02-05,Malaysia,0,,10,
2020-02-06,Malaysia,2,,12,
2020-02-07,Malaysia,2,,14,
2020-02-08,Malaysia,1,,15,
2020-02-09,Malaysia,2,,17,
2020-02-10,Malaysia,1,,18,
2020-02-11,Malaysia,0,,18,
2020-02-12,Malaysia,0,,18,
2020-02-13,Malaysia,0,,18,
2020-02-14,Malaysia,1,,19,
2020-02-15,Malaysia,2,,21,
2020-02-16,Malaysia,1,,22,
2020-02-17,Malaysia,0,,22,
2020-02-18,Malaysia,0,,22,
2020-02-19,Malaysia,0,,22,
2020-02-20,Malaysia,0,,22,
2020-02-21,Malaysia,0,,22,
2020-02-22,Malaysia,0,,22,
2020-02-23,Malaysia,0,,22,
2020-02-24,Malaysia,0,,22,
2020-02-25,Malaysia,0,,22,
2020-02-26,Malaysia,0,,22,
2020-02-27,Malaysia,0,,22,
2020-02-28,Malaysia,2,,24,
2020-02-29,Malaysia,0,,24,
2020-03-01,Malaysia,0,,24,
2020-03-02,Malaysia,0,,24,
2020-03-03,Malaysia,5,,29,
2020-03-04,Malaysia,21,,50,
2020-03-05,Malaysia,0,,50,
2020-03-06,Malaysia,5,,55,
2020-03-07,Malaysia,28,,83,
2020-03-08,Malaysia,10,,93,
2020-03-09,Malaysia,0,,93,
2020-03-10,Malaysia,24,,117,
2020-03-11,Malaysia,12,,129,
2020-03-12,Malaysia,0,,129,
2020-03-13,Malaysia,0,,129,
2020-03-14,Malaysia,68,,197,
2020-03-15,Malaysia,41,,238,
2020-03-16,Malaysia,315,,553,
2020-03-17,Malaysia,0,,553,
2020-03-08,Maldives,,,2,
2020-03-09,Maldives,2,,4,
2020-03-10,Maldives,0,,4,
2020-03-11,Maldives,4,,8,
2020-03-12,Maldives,0,,8,
2020-03-13,Maldives,0,,8,
2020-03-14,Maldives,1,,9,
2020-03-15,Maldives,1,,10,
2020-03-16,Maldives,3,,13,
2020-03-17,Maldives,0,,13,
2020-03-08,Malta,,,3,
2020-03-09,Malta,0,,3,
2020-03-10,Malta,1,,4,
2020-03-11,Malta,0,,4,
2020-03-12,Malta,2,,6,
2020-03-13,Malta,3,,9,
2020-03-14,Malta,3,,12,
2020-03-15,Malta,0,,12,
2020-03-16,Malta,9,,21,
2020-03-17,Malta,9,,30,
2020-03-08,Martinique,,,2,
2020-03-09,Martinique,0,,2,
2020-03-10,Martinique,0,,2,
2020-03-11,Martinique,1,,3,
2020-03-12,Martinique,0,,3,
2020-03-13,Martinique,1,,4,
2020-03-14,Martinique,2,,6,
2020-03-15,Martinique,4,,10,
2020-03-16,Martinique,5,,15,
2020-03-17,Martinique,1,,16,
2020-03-15,Mauritania,,,1,
2020-03-16,Mauritania,0,,1,
2020-03-17,Mauritania,0,,1,
2020-03-15,Mayotte,,,1,
2020-03-16,Mayotte,0,,1,
2020-03-17,Mayotte,0,,1,
2020-02-29,Mexico,,,2,
2020-03-01,Mexico,0,,2,
2020-03-02,Mexico,3,,5,
2020-03-03,Mexico,0,,5,
2020-03-04,Mexico,0,,5,
2020-03-05,Mexico,0,,5,
2020-03-06,Mexico,0,,5,
2020-03-07,Mexico,0,,5,
2020-03-08,Mexico,2,,7,
2020-03-09,Mexico,0,,7,
2020-03-10,Mexico,0,,7,
2020-03-11,Mexico,0,,7,
2020-03-12,Mexico,4,,11,
2020-03-13,Mexico,1,,12,
2020-03-14,Mexico,14,,26,
2020-03-15,Mexico,15,,41,
2020-03-16,Mexico,12,,53,
2020-03-17,Mexico,0,,53,
2020-03-01,Monaco,,,1,
2020-03-02,Monaco,0,,1,
2020-03-03,Monaco,0,,1,
2020-03-04,Monaco,0,,1,
2020-03-05,Monaco,0,,1,
2020-03-06,Monaco,0,,1,
2020-03-07,Monaco,0,,1,
2020-03-08,Monaco,0,,1,
2020-03-09,Monaco,0,,1,
2020-03-10,Monaco,0,,1,
2020-03-11,Monaco,0,,1,
2020-03-12,Monaco,0,,1,
2020-03-13,Monaco,0,,1,
2020-03-14,Monaco,1,,2,
2020-03-15,Monaco,0,,2,
2020-03-16,Monaco,7,,9,
2020-03-17,Monaco,0,,9,
2020-03-10,Mongolia,,,1,
2020-03-11,Mongolia,0,,1,
2020-03-12,Mongolia,0,,1,
2020-03-13,Mongolia,0,,1,
2020-03-14,Mongolia,0,,1,
2020-03-15,Mongolia,0,,1,
2020-03-16,Mongolia,0,,1,
2020-03-17,Mongolia,3,,4,
2020-03-03,Morocco,,,1,
2020-03-04,Morocco,0,,1,
2020-03-05,Morocco,1,,2,
2020-03-06,Morocco,0,,2,
2020-03-07,Morocco,0,,2,
2020-03-08,Morocco,0,,2,
2020-03-09,Morocco,0,,2,
2020-03-10,Morocco,0,,2,
2020-03-11,Morocco,1,,3,1
2020-03-12,Morocco,2,0,5,1
2020-03-13,Morocco,1,0,6,1
2020-03-14,Morocco,1,0,7,1
2020-03-15,Morocco,11,0,18,1
2020-03-16,Morocco,10,0,28,1
2020-03-17,Morocco,10,1,38,2
2020-03-15,Namibia,,,2,
2020-03-16,Namibia,0,,2,
2020-03-17,Namibia,0,,2,
2020-01-25,Nepal,,,1,
2020-01-26,Nepal,0,,1,
2020-01-27,Nepal,0,,1,
2020-01-28,Nepal,0,,1,
2020-01-29,Nepal,0,,1,
2020-01-30,Nepal,0,,1,
2020-01-31,Nepal,0,,1,
2020-02-01,Nepal,0,,1,
2020-02-02,Nepal,0,,1,
2020-02-03,Nepal,0,,1,
2020-02-04,Nepal,0,,1,
2020-02-05,Nepal,0,,1,
2020-02-06,Nepal,0,,1,
2020-02-07,Nepal,0,,1,
2020-02-08,Nepal,0,,1,
2020-02-09,Nepal,0,,1,
2020-02-10,Nepal,0,,1,
2020-02-11,Nepal,0,,1,
2020-02-12,Nepal,0,,1,
2020-02-13,Nepal,0,,1,
2020-02-14,Nepal,0,,1,
2020-02-15,Nepal,0,,1,
2020-02-16,Nepal,0,,1,
2020-02-17,Nepal,0,,1,
2020-02-18,Nepal,0,,1,
2020-02-19,Nepal,0,,1,
2020-02-20,Nepal,0,,1,
2020-02-21,Nepal,0,,1,
2020-02-22,Nepal,0,,1,
2020-02-23,Nepal,0,,1,
2020-02-24,Nepal,0,,1,
2020-02-25,Nepal,0,,1,
2020-02-26,Nepal,0,,1,
2020-02-27,Nepal,0,,1,
2020-02-28,Nepal,0,,1,
2020-02-29,Nepal,0,,1,
2020-03-01,Nepal,0,,1,
2020-03-02,Nepal,0,,1,
2020-03-03,Nepal,0,,1,
2020-03-04,Nepal,0,,1,
2020-03-05,Nepal,0,,1,
2020-03-06,Nepal,0,,1,
2020-03-07,Nepal,0,,1,
2020-03-08,Nepal,0,,1,
2020-03-09,Nepal,0,,1,
2020-03-10,Nepal,0,,1,
2020-03-11,Nepal,0,,1,
2020-03-12,Nepal,0,,1,
2020-03-13,Nepal,0,,1,
2020-03-14,Nepal,0,,1,
2020-03-15,Nepal,0,,1,
2020-03-16,Nepal,0,,1,
2020-03-17,Nepal,0,,1,
2020-02-28,Netherlands,,,1,
2020-02-29,Netherlands,1,,2,
2020-03-01,Netherlands,5,,7,
2020-03-02,Netherlands,6,,13,
2020-03-03,Netherlands,5,,18,
2020-03-04,Netherlands,10,,28,
2020-03-05,Netherlands,10,,38,
2020-03-06,Netherlands,44,,82,
2020-03-07,Netherlands,46,,128,1
2020-03-08,Netherlands,60,0,188,1
2020-03-09,Netherlands,77,2,265,3
2020-03-10,Netherlands,56,0,321,3
2020-03-11,Netherlands,61,1,382,4
2020-03-12,Netherlands,121,1,503,5
2020-03-13,Netherlands,111,0,614,5
2020-03-14,Netherlands,190,5,804,10
2020-03-15,Netherlands,155,2,959,12
2020-03-16,Netherlands,176,8,1135,20
2020-03-17,Netherlands,278,4,1413,24
2020-02-28,New Zealand,,,1,
2020-02-29,New Zealand,0,,1,
2020-03-01,New Zealand,0,,1,
2020-03-02,New Zealand,0,,1,
2020-03-03,New Zealand,1,,2,
2020-03-04,New Zealand,0,,2,
2020-03-05,New Zealand,0,,2,
2020-03-06,New Zealand,2,,4,
2020-03-07,New Zealand,1,,5,
2020-03-08,New Zealand,0,,5,
2020-03-09,New Zealand,0,,5,
2020-03-10,New Zealand,0,,5,
2020-03-11,New Zealand,0,,5,
2020-03-12,New Zealand,0,,5,
2020-03-13,New Zealand,0,,5,
2020-03-14,New Zealand,1,,6,
2020-03-15,New Zealand,0,,6,
2020-03-16,New Zealand,0,,6,
2020-03-17,New Zealand,5,,11,
2020-02-28,Nigeria,,,1,
2020-02-29,Nigeria,0,,1,
2020-03-01,Nigeria,0,,1,
2020-03-02,Nigeria,0,,1,
2020-03-03,Nigeria,0,,1,
2020-03-04,Nigeria,0,,1,
2020-03-05,Nigeria,0,,1,
2020-03-06,Nigeria,0,,1,
2020-03-07,Nigeria,0,,1,
2020-03-08,Nigeria,0,,1,
2020-03-09,Nigeria,1,,2,
2020-03-10,Nigeria,0,,2,
2020-03-11,Nigeria,0,,2,
2020-03-12,Nigeria,0,,2,
2020-03-13,Nigeria,0,,2,
2020-03-14,Nigeria,0,,2,
2020-03-15,Nigeria,0,,2,
2020-03-16,Nigeria,0,,2,
2020-03-17,Nigeria,0,,2,
2020-02-27,Macedonia,,,1,
2020-02-28,Macedonia,0,,1,
2020-02-29,Macedonia,0,,1,
2020-03-01,Macedonia,0,,1,
2020-03-02,Macedonia,0,,1,
2020-03-03,Macedonia,0,,1,
2020-03-04,Macedonia,0,,1,
2020-03-05,Macedonia,0,,1,
2020-03-06,Macedonia,0,,1,
2020-03-07,Macedonia,2,,3,
2020-03-08,Macedonia,0,,3,
2020-03-09,Macedonia,0,,3,
2020-03-10,Macedonia,4,,7,
2020-03-11,Macedonia,0,,7,
2020-03-12,Macedonia,0,,7,
2020-03-13,Macedonia,0,,7,
2020-03-14,Macedonia,2,,9,
2020-03-15,Macedonia,4,,13,
2020-03-16,Macedonia,0,,13,
2020-03-17,Macedonia,6,,19,
2020-02-27,Norway,,,1,
2020-02-28,Norway,3,,4,
2020-02-29,Norway,2,,6,
2020-03-01,Norway,9,,15,
2020-03-02,Norway,4,,19,
2020-03-03,Norway,6,,25,
2020-03-04,Norway,7,,32,
2020-03-05,Norway,24,,56,
2020-03-06,Norway,30,,86,
2020-03-07,Norway,27,,113,
2020-03-08,Norway,34,,147,
2020-03-09,Norway,22,,169,
2020-03-10,Norway,23,,192,
2020-03-11,Norway,85,,277,
2020-03-12,Norway,212,,489,
2020-03-13,Norway,0,,489,1
2020-03-14,Norway,261,0,750,1
2020-03-15,Norway,157,0,907,1
2020-03-16,Norway,170,0,1077,1
2020-03-17,Norway,92,2,1169,3
2020-03-05,Palestine,,,4,
2020-03-06,Palestine,3,,7,
2020-03-07,Palestine,9,,16,
2020-03-08,Palestine,0,,16,
2020-03-09,Palestine,3,,19,
2020-03-10,Palestine,7,,26,
2020-03-11,Palestine,4,,30,
2020-03-12,Palestine,0,,30,
2020-03-13,Palestine,1,,31,
2020-03-14,Palestine,4,,35,
2020-03-15,Palestine,3,,38,
2020-03-16,Palestine,0,,38,
2020-03-17,Palestine,1,,39,
2020-02-25,Oman,,,2,
2020-02-26,Oman,2,,4,
2020-02-27,Oman,0,,4,
2020-02-28,Oman,2,,6,
2020-02-29,Oman,0,,6,
2020-03-01,Oman,0,,6,
2020-03-02,Oman,0,,6,
2020-03-03,Oman,0,,6,
2020-03-04,Oman,6,,12,
2020-03-05,Oman,3,,15,
2020-03-06,Oman,1,,16,
2020-03-07,Oman,0,,16,
2020-03-08,Oman,0,,16,
2020-03-09,Oman,0,,16,
2020-03-10,Oman,2,,18,
2020-03-11,Oman,0,,18,
2020-03-12,Oman,0,,18,
2020-03-13,Oman,0,,18,
2020-03-14,Oman,1,,19,
2020-03-15,Oman,1,,20,
2020-03-16,Oman,2,,22,
2020-03-17,Oman,2,,24,
2020-02-27,Pakistan,,,2,
2020-02-28,Pakistan,0,,2,
2020-02-29,Pakistan,0,,2,
2020-03-01,Pakistan,2,,4,
2020-03-02,Pakistan,0,,4,
2020-03-03,Pakistan,1,,5,
2020-03-04,Pakistan,0,,5,
2020-03-05,Pakistan,0,,5,
2020-03-06,Pakistan,0,,5,
2020-03-07,Pakistan,0,,5,
2020-03-08,Pakistan,0,,5,
2020-03-09,Pakistan,1,,6,
2020-03-10,Pakistan,10,,16,
2020-03-11,Pakistan,0,,16,
2020-03-12,Pakistan,3,,19,
2020-03-13,Pakistan,1,,20,
2020-03-14,Pakistan,1,,21,
2020-03-15,Pakistan,7,,28,
2020-03-16,Pakistan,24,,52,
2020-03-17,Pakistan,135,,187,
2020-03-10,Panama,,,1,
2020-03-11,Panama,7,,8,1
2020-03-12,Panama,2,0,10,1
2020-03-13,Panama,4,0,14,1
2020-03-14,Panama,13,0,27,1
2020-03-15,Panama,0,0,27,1
2020-03-16,Panama,16,0,43,1
2020-03-17,Panama,26,0,69,1
2020-03-09,Paraguay,,,1,
2020-03-10,Paraguay,0,,1,
2020-03-11,Paraguay,4,,5,
2020-03-12,Paraguay,0,,5,
2020-03-13,Paraguay,0,,5,
2020-03-14,Paraguay,1,,6,
2020-03-15,Paraguay,0,,6,
2020-03-16,Paraguay,2,,8,
2020-03-17,Paraguay,1,,9,
2020-03-07,Peru,,,1,
2020-03-08,Peru,5,,6,
2020-03-09,Peru,0,,6,
2020-03-10,Peru,3,,9,
2020-03-11,Peru,2,,11,
2020-03-12,Peru,6,,17,
2020-03-13,Peru,5,,22,
2020-03-14,Peru,6,,28,
2020-03-15,Peru,15,,43,
2020-03-16,Peru,28,,71,
2020-03-17,Peru,15,,86,
2020-01-30,Philippines,,,1,
2020-01-31,Philippines,0,,1,
2020-02-01,Philippines,0,,1,
2020-02-02,Philippines,1,,2,1
2020-02-03,Philippines,0,0,2,1
2020-02-04,Philippines,0,0,2,1
2020-02-05,Philippines,1,0,3,1
2020-02-06,Philippines,0,0,3,1
2020-02-07,Philippines,0,0,3,1
2020-02-08,Philippines,0,0,3,1
2020-02-09,Philippines,0,0,3,1
2020-02-10,Philippines,0,0,3,1
2020-02-11,Philippines,0,0,3,1
2020-02-12,Philippines,0,0,3,1
2020-02-13,Philippines,0,0,3,1
2020-02-14,Philippines,0,0,3,1
2020-02-15,Philippines,0,0,3,1
2020-02-16,Philippines,0,0,3,1
2020-02-17,Philippines,0,0,3,1
2020-02-18,Philippines,0,0,3,1
2020-02-19,Philippines,0,0,3,1
2020-02-20,Philippines,0,0,3,1
2020-02-21,Philippines,0,0,3,1
2020-02-22,Philippines,0,0,3,1
2020-02-23,Philippines,0,0,3,1
2020-02-24,Philippines,0,0,3,1
2020-02-25,Philippines,0,0,3,1
2020-02-26,Philippines,0,0,3,1
2020-02-27,Philippines,0,0,3,1
2020-02-28,Philippines,0,0,3,1
2020-02-29,Philippines,0,0,3,1
2020-03-01,Philippines,0,0,3,1
2020-03-02,Philippines,0,0,3,1
2020-03-03,Philippines,0,0,3,1
2020-03-04,Philippines,0,0,3,1
2020-03-05,Philippines,0,0,3,1
2020-03-06,Philippines,2,0,5,1
2020-03-07,Philippines,0,0,5,1
2020-03-08,Philippines,1,0,6,1
2020-03-09,Philippines,4,0,10,1
2020-03-10,Philippines,23,0,33,1
2020-03-11,Philippines,16,0,49,1
2020-03-12,Philippines,3,1,52,2
2020-03-13,Philippines,0,0,52,2
2020-03-14,Philippines,12,0,64,2
2020-03-15,Philippines,47,4,111,6
2020-03-16,Philippines,29,6,140,12
2020-03-17,Philippines,47,0,187,12
2020-03-04,Poland,,,1,
2020-03-05,Poland,0,,1,
2020-03-06,Poland,0,,1,
2020-03-07,Poland,4,,5,
2020-03-08,Poland,1,,6,
2020-03-09,Poland,5,,11,
2020-03-10,Poland,5,,16,
2020-03-11,Poland,6,,22,
2020-03-12,Poland,22,,44,
2020-03-13,Poland,5,,49,1
2020-03-14,Poland,15,0,64,1
2020-03-15,Poland,47,2,111,3
2020-03-16,Poland,39,0,150,3
2020-03-17,Poland,0,0,150,3
2020-03-03,Portugal,,,2,
2020-03-04,Portugal,0,,2,
2020-03-05,Portugal,5,,7,
2020-03-06,Portugal,2,,9,
2020-03-07,Portugal,4,,13,
2020-03-08,Portugal,8,,21,
2020-03-09,Portugal,9,,30,
2020-03-10,Portugal,0,,30,
2020-03-11,Portugal,11,,41,
2020-03-12,Portugal,0,,41,
2020-03-13,Portugal,0,,41,
2020-03-14,Portugal,71,,112,
2020-03-15,Portugal,0,,112,
2020-03-16,Portugal,133,,245,
2020-03-17,Portugal,86,,331,
2020-03-14,Puerto Rico,,,3,
2020-03-15,Puerto Rico,0,,3,
2020-03-16,Puerto Rico,0,,3,
2020-03-17,Puerto Rico,0,,3,
2020-03-01,Qatar,,,1,
2020-03-02,Qatar,2,,3,
2020-03-03,Qatar,4,,7,
2020-03-04,Qatar,1,,8,
2020-03-05,Qatar,0,,8,
2020-03-06,Qatar,0,,8,
2020-03-07,Qatar,3,,11,
2020-03-08,Qatar,1,,12,
2020-03-09,Qatar,3,,15,
2020-03-10,Qatar,3,,18,
2020-03-11,Qatar,6,,24,
2020-03-12,Qatar,238,,262,
2020-03-13,Qatar,0,,262,
2020-03-14,Qatar,0,,262,
2020-03-15,Qatar,75,,337,
2020-03-16,Qatar,64,,401,
2020-03-17,Qatar,38,,439,
2020-01-21,South Korea,,,1,
2020-01-22,South Korea,0,,1,
2020-01-23,South Korea,0,,1,
2020-01-24,South Korea,1,,2,
2020-01-25,South Korea,0,,2,
2020-01-26,South Korea,0,,2,
2020-01-27,South Korea,2,,4,
2020-01-28,South Korea,0,,4,
2020-01-29,South Korea,0,,4,
2020-01-30,South Korea,0,,4,
2020-01-31,South Korea,7,,11,
2020-02-01,South Korea,1,,12,
2020-02-02,South Korea,3,,15,
2020-02-03,South Korea,0,,15,
2020-02-04,South Korea,1,,16,
2020-02-05,South Korea,2,,18,
2020-02-06,South Korea,5,,23,
2020-02-07,South Korea,1,,24,
2020-02-08,South Korea,0,,24,
2020-02-09,South Korea,3,,27,
2020-02-10,South Korea,0,,27,
2020-02-11,South Korea,1,,28,
2020-02-12,South Korea,0,,28,
2020-02-13,South Korea,0,,28,
2020-02-14,South Korea,0,,28,
2020-02-15,South Korea,0,,28,
2020-02-16,South Korea,1,,29,
2020-02-17,South Korea,1,,30,
2020-02-18,South Korea,1,,31,
2020-02-19,South Korea,20,,51,
2020-02-20,South Korea,53,,104,1
2020-02-21,South Korea,100,0,204,1
2020-02-22,South Korea,142,1,346,2
2020-02-23,South Korea,256,3,602,5
2020-02-24,South Korea,161,2,763,7
2020-02-25,South Korea,214,3,977,10
2020-02-26,South Korea,284,2,1261,12
2020-02-27,South Korea,505,1,1766,13
2020-02-28,South Korea,571,0,2337,13
2020-02-29,South Korea,813,4,3150,17
2020-03-01,South Korea,586,1,3736,18
2020-03-02,South Korea,476,4,4212,22
2020-03-03,South Korea,600,6,4812,28
2020-03-04,South Korea,516,4,5328,32
2020-03-05,South Korea,438,3,5766,35
2020-03-06,South Korea,518,7,6284,42
2020-03-07,South Korea,483,2,6767,44
2020-03-08,South Korea,367,6,7134,50
2020-03-09,South Korea,248,1,7382,51
2020-03-10,South Korea,131,3,7513,54
2020-03-11,South Korea,242,6,7755,60
2020-03-12,South Korea,114,6,7869,66
2020-03-13,South Korea,110,0,7979,66
2020-03-14,South Korea,107,6,8086,72
2020-03-15,South Korea,76,3,8162,75
2020-03-16,South Korea,74,0,8236,75
2020-03-17,South Korea,84,6,8320,81
2020-03-08,Moldova,,,1,
2020-03-09,Moldova,0,,1,
2020-03-10,Moldova,0,,1,
2020-03-11,Moldova,2,,3,
2020-03-12,Moldova,1,,4,
2020-03-13,Moldova,0,,4,
2020-03-14,Moldova,4,,8,
2020-03-15,Moldova,4,,12,
2020-03-16,Moldova,11,,23,
2020-03-17,Moldova,6,,29,
2020-02-27,Romania,,,1,
2020-02-28,Romania,0,,1,
2020-02-29,Romania,2,,3,
2020-03-01,Romania,0,,3,
2020-03-02,Romania,0,,3,
2020-03-03,Romania,0,,3,
2020-03-04,Romania,1,,4,
2020-03-05,Romania,0,,4,
2020-03-06,Romania,2,,6,
2020-03-07,Romania,1,,7,
2020-03-08,Romania,6,,13,
2020-03-09,Romania,2,,15,
2020-03-10,Romania,0,,15,
2020-03-11,Romania,10,,25,
2020-03-12,Romania,23,,48,
2020-03-13,Romania,0,,48,
2020-03-14,Romania,16,,64,
2020-03-15,Romania,59,,123,
2020-03-16,Romania,35,,158,
2020-03-17,Romania,0,,158,
2020-02-01,Russia,,,2,
2020-02-02,Russia,0,,2,
2020-02-03,Russia,0,,2,
2020-02-04,Russia,0,,2,
2020-02-05,Russia,0,,2,
2020-02-06,Russia,0,,2,
2020-02-07,Russia,0,,2,
2020-02-08,Russia,0,,2,
2020-02-09,Russia,0,,2,
2020-02-10,Russia,0,,2,
2020-02-11,Russia,0,,2,
2020-02-12,Russia,0,,2,
2020-02-13,Russia,0,,2,
2020-02-14,Russia,0,,2,
2020-02-15,Russia,0,,2,
2020-02-16,Russia,0,,2,
2020-02-17,Russia,0,,2,
2020-02-18,Russia,0,,2,
2020-02-19,Russia,0,,2,
2020-02-20,Russia,0,,2,
2020-02-21,Russia,0,,2,
2020-02-22,Russia,0,,2,
2020-02-23,Russia,0,,2,
2020-02-24,Russia,0,,2,
2020-02-25,Russia,0,,2,
2020-02-26,Russia,0,,2,
2020-02-27,Russia,0,,2,
2020-02-28,Russia,0,,2,
2020-02-29,Russia,0,,2,
2020-03-01,Russia,0,,2,
2020-03-02,Russia,0,,2,
2020-03-03,Russia,1,,3,
2020-03-04,Russia,0,,3,
2020-03-05,Russia,0,,3,
2020-03-06,Russia,1,,4,
2020-03-07,Russia,3,,7,
2020-03-08,Russia,0,,7,
2020-03-09,Russia,0,,7,
2020-03-10,Russia,0,,7,
2020-03-11,Russia,0,,7,
2020-03-12,Russia,13,,20,
2020-03-13,Russia,14,,34,
2020-03-14,Russia,0,,34,
2020-03-15,Russia,0,,34,
2020-03-16,Russia,29,,63,
2020-03-17,Russia,30,,93,
2020-03-16,Rwanda,,,5,
2020-03-17,Rwanda,2,,7,
2020-03-13,Reunion,,,3,
2020-03-14,Reunion,2,,5,
2020-03-15,Reunion,1,,6,
2020-03-16,Reunion,3,,9,
2020-03-17,Reunion,0,,9,
2020-03-05,Saint Barthlemy,,,1,
2020-03-06,Saint Barthlemy,0,,1,
2020-03-07,Saint Barthlemy,0,,1,
2020-03-08,Saint Barthlemy,0,,1,
2020-03-09,Saint Barthlemy,0,,1,
2020-03-10,Saint Barthlemy,0,,1,
2020-03-11,Saint Barthlemy,0,,1,
2020-03-12,Saint Barthlemy,0,,1,
2020-03-13,Saint Barthlemy,0,,1,
2020-03-14,Saint Barthlemy,0,,1,
2020-03-15,Saint Barthlemy,0,,1,
2020-03-16,Saint Barthlemy,2,,3,
2020-03-17,Saint Barthlemy,0,,3,
2020-03-16,Saint Lucia,,,1,
2020-03-17,Saint Lucia,1,,2,
2020-03-05,Saint Martin (French part),,,2,
2020-03-06,Saint Martin (French part),0,,2,
2020-03-07,Saint Martin (French part),0,,2,
2020-03-08,Saint Martin (French part),0,,2,
2020-03-09,Saint Martin (French part),0,,2,
2020-03-10,Saint Martin (French part),0,,2,
2020-03-11,Saint Martin (French part),0,,2,
2020-03-12,Saint Martin (French part),0,,2,
2020-03-13,Saint Martin (French part),0,,2,
2020-03-14,Saint Martin (French part),0,,2,
2020-03-15,Saint Martin (French part),0,,2,
2020-03-16,Saint Martin (French part),0,,2,
2020-03-17,Saint Martin (French part),0,,2,
2020-03-13,Saint Vincent and the Grenadines,,,1,
2020-03-14,Saint Vincent and the Grenadines,0,,1,
2020-03-15,Saint Vincent and the Grenadines,0,,1,
2020-03-16,Saint Vincent and the Grenadines,0,,1,
2020-03-17,Saint Vincent and the Grenadines,0,,1,
2020-02-29,San Marino,,,1,
2020-03-01,San Marino,0,,1,
2020-03-02,San Marino,0,,1,
2020-03-03,San Marino,7,,8,
2020-03-04,San Marino,0,,8,
2020-03-05,San Marino,8,,16,
2020-03-06,San Marino,5,,21,
2020-03-07,San Marino,3,,24,
2020-03-08,San Marino,3,,27,1
2020-03-09,San Marino,10,0,37,1
2020-03-10,San Marino,12,1,49,2
2020-03-11,San Marino,14,0,63,2
2020-03-12,San Marino,0,0,63,2
2020-03-13,San Marino,0,0,63,2
2020-03-14,San Marino,3,0,66,2
2020-03-15,San Marino,26,3,92,5
2020-03-16,San Marino,0,0,92,5
2020-03-17,San Marino,10,4,102,9
2020-03-03,Saudi Arabia,,,1,
2020-03-04,Saudi Arabia,0,,1,
2020-03-05,Saudi Arabia,1,,2,
2020-03-06,Saudi Arabia,6,,8,
2020-03-07,Saudi Arabia,0,,8,
2020-03-08,Saudi Arabia,3,,11,
2020-03-09,Saudi Arabia,4,,15,
2020-03-10,Saudi Arabia,0,,15,
2020-03-11,Saudi Arabia,5,,20,
2020-03-12,Saudi Arabia,1,,21,
2020-03-13,Saudi Arabia,0,,21,
2020-03-14,Saudi Arabia,41,,62,
2020-03-15,Saudi Arabia,41,,103,
2020-03-16,Saudi Arabia,0,,103,
2020-03-17,Saudi Arabia,30,,133,
2020-03-03,Senegal,,,1,
2020-03-04,Senegal,0,,1,
2020-03-05,Senegal,3,,4,
2020-03-06,Senegal,0,,4,
2020-03-07,Senegal,0,,4,
2020-03-08,Senegal,0,,4,
2020-03-09,Senegal,0,,4,
2020-03-10,Senegal,0,,4,
2020-03-11,Senegal,0,,4,
2020-03-12,Senegal,0,,4,
2020-03-13,Senegal,6,,10,
2020-03-14,Senegal,0,,10,
2020-03-15,Senegal,11,,21,
2020-03-16,Senegal,5,,26,
2020-03-17,Senegal,1,,27,
2020-03-06,Serbia,,,1,
2020-03-07,Serbia,0,,1,
2020-03-08,Serbia,0,,1,
2020-03-09,Serbia,0,,1,
2020-03-10,Serbia,0,,1,
2020-03-11,Serbia,11,,12,
2020-03-12,Serbia,7,,19,
2020-03-13,Serbia,0,,19,
2020-03-14,Serbia,12,,31,
2020-03-15,Serbia,10,,41,
2020-03-16,Serbia,0,,41,
2020-03-17,Serbia,29,,70,
2020-03-16,Seychelles,,,2,
2020-03-17,Seychelles,2,,4,
2020-01-24,Singapore,,,1,
2020-01-25,Singapore,2,,3,
2020-01-26,Singapore,1,,4,
2020-01-27,Singapore,0,,4,
2020-01-28,Singapore,3,,7,
2020-01-29,Singapore,0,,7,
2020-01-30,Singapore,3,,10,
2020-01-31,Singapore,3,,13,
2020-02-01,Singapore,3,,16,
2020-02-02,Singapore,2,,18,
2020-02-03,Singapore,0,,18,
2020-02-04,Singapore,0,,18,
2020-02-05,Singapore,6,,24,
2020-02-06,Singapore,4,,28,
2020-02-07,Singapore,2,,30,
2020-02-08,Singapore,3,,33,
2020-02-09,Singapore,7,,40,
2020-02-10,Singapore,3,,43,
2020-02-11,Singapore,2,,45,
2020-02-12,Singapore,2,,47,
2020-02-13,Singapore,3,,50,
2020-02-14,Singapore,8,,58,
2020-02-15,Singapore,9,,67,
2020-02-16,Singapore,5,,72,
2020-02-17,Singapore,3,,75,
2020-02-18,Singapore,2,,77,
2020-02-19,Singapore,4,,81,
2020-02-20,Singapore,3,,84,
2020-02-21,Singapore,1,,85,
2020-02-22,Singapore,1,,86,
2020-02-23,Singapore,3,,89,
2020-02-24,Singapore,0,,89,
2020-02-25,Singapore,1,,90,
2020-02-26,Singapore,1,,91,
2020-02-27,Singapore,2,,93,
